,ID,Description,setSize,enrichmentScore,NES,pvalue,p.adjust,qvalue,rank,leading_edge,core_enrichment
342,GO:0032432,actin filament bundle,61,0.450178316,1.614097813,0.002853003,0.011892222,0.007225428,1222,"tags=39%, list=20%, signal=32%",LCP1/PDLIM7/MYH9/PLS3/ACTN4/SEPTIN9/FBLIM1/RAI14/AFAP1/TPM1/TRIP6/CNN2/ACTN1/MYL12B/FLNA/PDLIM3/LIMA1/FLNB/MARCKS/ZYX/CRYAB/CTTNBP2NL/LPP/PDLIM5
343,GO:0000466,"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",21,0.656856697,1.897227816,0.000813762,0.012031465,0.009341126,1646,"tags=71%, list=27%, signal=52%",NOP14/RCL1/PES1/EXOSC2/FTSJ3/BOP1/RRS1/NOP9/ERI3/WDR12/EXOSC8/RPP40/RPS21/NOL9/ABT1
344,GO:0072384,organelle transport along microtubule,52,-0.55525011,-1.778665001,0.000826151,0.012135821,0.009422147,1282,"tags=44%, list=21%, signal=35%",TRIM46/AGTPBP1/MAPT/KIF13A/AP3B2/KIF1A/LRPPRC/BICD1/KIFBP/BORCS5/AP3S2/DYNC1I1/BORCS6/MECP2/KIFAP3/RHOT1/KIF3A/MAP2/ARMCX3/MAP1B/KIF3B/OPA1/UCHL1
345,GO:0009201,ribonucleoside triphosphate biosynthetic process,69,-0.518015237,-1.738167831,0.000829028,0.012135821,0.009422147,1669,"tags=51%, list=27%, signal=37%",ND2/ATP8/NDUFC2/NDUFA5/NME7/NDUFB1/ATP5MF/NDUFA6/ATP5PO/NDUFB3/NDUFB7/NDUFS4/NDUFV3/NDUFA11/NDUFA13/NDUFB5/NDUFB6/ND4/NDUFB9/ATP5F1A/UCK1/NDUFA12/ATP5PF/ATP5MK/NDUFAB1/ATP5MG/SPHK2/ATP5F1D/ATP6V0C/ATP5PD/ATP5PB/NDUFA8/DNAJC30/NME3/ATP6V1A
346,GO:0030155,regulation of cell adhesion,290,0.316952228,1.415179245,0.000839201,0.012224221,0.00949078,1527,"tags=35%, list=25%, signal=28%",RCC2/CDH1/RPS3/ADAM10/PKP3/LGALS9/ACTN4/EPB41L4B/TJP1/CD44/LYN/TACSTD2/ADA/HSPG2/ANK3/ITGA2/JUP/CIB1/SMARCC1/ITGA3/UTRN/ASS1/TRIOBP/LGALS3/IL18/TPM1/CRK/AGR2/ITGA5/RREB1/SMAD3/ARID2/P4HB/LAMB1/MUC1/HLA-DRB1/DAPK3/AFDN/DAG1/TESC/DUSP22/PYCARD/UNC13D/GBP1/F11R/IL4I1/FLNA/S100A10/CORO1C/KANK1/RELA/OLFM4/PKP4/NCK2/SMARCA4/MMP2/RC3H1/CD276/PNP/NKAP/FLOT2/SLC7A1/VTN/ITGAV/SDC4/DDR1/PTPN2/RBPJ/PRSS2/GPNMB/FERMT1/THBS1/ZC3H12A/ACTG1/LAMC1/JAK1/CORO1A/EFNB1/ITGB2/BCL10/CAMSAP3/ABL2/CD74/PRKCD/VCL/SPOCK1/MAP2K5/MAP4K4/SYK/PRKD2/ITGA6/MAGI1/CBLB/SWAP70/FGL1/ARID1A/ARL2/TFE3/HFE/DAB2/RSU1/CELA2A
347,GO:0043679,axon terminus,36,-0.56387688,-1.680122995,0.003036193,0.01253174,0.007613984,453,"tags=33%, list=7%, signal=31%",SYNJ1/PRNP/ATP6V0D1/SNCA/CASR/SLC4A10/BIN1/RAB3A/PTPRN/PCSK1/SCGN/SYP
348,GO:0097191,extrinsic apoptotic signaling pathway,95,0.420925422,1.604032793,0.000870572,0.012619028,0.009797305,802,"tags=26%, list=13%, signal=23%",CTNNA1/TMBIM1/PPP1CA/DAB2IP/CASP8/YAP1/KRT18/TNFSF10/CIB1/KRT8/PPP2R1B/ARHGEF2/LGALS3/RAF1/LMNA/BCL2L1/SMAD3/SP100/PYCARD/DDX47/GSTP1/PSME3/RELA/MCL1/BID
349,GO:0120111,neuron projection cytoplasm,48,-0.537851634,-1.677054536,0.003130171,0.012671173,0.0076987,1292,"tags=46%, list=21%, signal=36%",SOD1/TRIM46/AGTPBP1/MAPT/STAU2/AP3B2/KIF1A/MAP1A/ABHD13/AP3S2/ARL8A/KIFAP3/ARL8B/KIF3A/MAP2/ARMCX3/BAIAP2/KIF21A/KIF3B/KIF5C/OPA1/UCHL1
350,GO:0036464,cytoplasmic ribonucleoprotein granule,96,0.400939663,1.576054403,0.003101841,0.012671173,0.0076987,1267,"tags=30%, list=21%, signal=24%",RPS4X/RPS6/TRIM25/ZFP36L1/MOV10/PABPC4/RPL28/RPLP0/HELZ2/QKI/SERPINB1/USP3/RBPMS/RPL6/CTSH/POLR2G/TIA1/TRIM21/STAU1/RC3H1/NCL/TRIM5/LSM1/ZC3H12A/CARHSP1/UBAP2/LIMD1/YBX1/EIF4E2
351,GO:0034220,monoatomic ion transmembrane transport,336,-0.356869944,-1.437461392,0.000881541,0.012715697,0.009872358,1314,"tags=30%, list=21%, signal=25%",ATP1B2/NDUFS4/NDUFV3/BAX/PHB2/CD63/NDUFB5/CLCN6/YWHAH/CLCN4/NDUFB6/ATP6V1F/ND4/ATP2B1/NIPSNAP2/VAMP2/ABL1/NDUFB9/ATP5F1A/TMEM38B/ISCU/UBQLN1/PPP3CB/MCUR1/NDUFA12/CLCN3/ZDHHC13/PPP3R1/ATP5PF/HVCN1/HOMER1/ATP6V1B1/SURF1/SLC41A3/COX17/ATP5MG/SLC25A4/LRRC8D/SLC8A2/PDZK1/RANGRF/PDE4D/CHP1/GPM6A/SPHK2/ATP5F1D/ATP6V0C/MICU3/SLC46A1/TMEM63C/ATP6V1G1/SLC17A6/SLC5A6/ATP5PD/ATP8A1/GHITM/KCNMA1/SLC6A17/DPP6/PRNP/ATP6V0D1/SFXN5/PSEN2/CAMK2D/SLC30A8/TUSC3/ATP5PB/NDUFA8/SNAP25/SNCA/PLCB4/TMCO3/SLC17A5/CASR/SLC4A10/CACNA2D1/ATP6AP2/BIN1/ATP2C1/SLC25A25/ANXA6/CACNA2D2/ATP6V1C1/EHD3/ATP6V0A1/SLC25A14/KCNJ11/ABCB6/ATP6AP1/ABCB7/SLC3A2/TCAF2/ATP6V1H/SFXN1/ABCC8/SLC25A12/ATP6V1A/ATP2A3/ATP6V1B2/SLC30A9/ATP6V1D/ATP6V1E1
352,GO:0044306,neuron projection terminus,46,-0.535874246,-1.669273594,0.003183648,0.012764912,0.007755653,453,"tags=43%, list=7%, signal=41%",VAMP2/BSN/CLCN3/CPLX2/SLC8A2/VTI1A/SYNJ1/PRNP/ATP6V0D1/SNCA/BAIAP2/CASR/SLC4A10/BIN1/RAB3A/PTPRN/PCSK1/SCGN/SYP/UCHL1
353,GO:1903900,regulation of viral life cycle,54,0.487557959,1.72556837,0.000896443,0.012867877,0.009990509,1689,"tags=54%, list=28%, signal=39%",APCS/IFITM3/BSG/SRPK1/TRIM25/LGALS9/PLSCR1/ISG15/P4HB/HLA-DRB1/PPIA/TRIM21/STAU1/TRIM5/BTBD17/TRIM26/IFIT1/NECTIN2/MX1/CD74/TRIM22/IFIH1/BANF1/HMGB1/CXCL8/IFI16/SETDB1/MORC2/LTF
354,GO:0071363,cellular response to growth factor stimulus,240,0.323087652,1.412982776,0.000904999,0.012927937,0.01003714,1150,"tags=27%, list=19%, signal=23%",LATS1/PDCD4/DAB2IP/GIPC1/CAT/RACK1/GRB10/EGFR/PTPRK/ZFP36L1/PDE3A/DMD/ROBO1/JCAD/CD44/INSR/SPINT1/CIB1/ITGA3/RAF1/ATP2B4/GATA6/ARF6/CRK/ITGA5/HSPB1/GALNT3/SMAD3/SIRT1/DUSP22/HTRA1/ADAM17/DTYMK/WASF1/ITGB1/SMAD2/RELA/NFIA/FBN1/ZFP36L2/CD2AP/BCAR1/ERO1A/MAP2K3/NCL/SMAD1/CLDN1/VTN/PBLD/ZYX/APAF1/PTPN12/FAM83G/RBPJ/CREBBP/RAP1GAP/BCL9L/ARID4B/FERMT1/THBS1/FAM20C/PRKD1/SDCBP/CORO1A
355,GO:0001889,liver development,58,0.478196735,1.709682928,0.000921193,0.013064542,0.010143198,1032,"tags=38%, list=17%, signal=32%",MPST/SOD2/EGFR/ADA/ITGA2/ASS1/GATA6/ARF6/RPS15/OTC/SMAD3/PCNA/ALDH1A2/RELA/RPS6KA1/CD2AP/CLDN1/HNF1B/VTN/PCK2/RGN/HMGCS2
356,GO:0051223,regulation of protein transport,191,-0.40480236,-1.554675163,0.000936653,0.013064542,0.010143198,1123,"tags=30%, list=18%, signal=26%",PGRMC1/VAMP2/SLC35D3/P3H1/PPP3CB/MPC2/NKX6-1/TMEM30A/SLC2A2/BAG3/ARHGAP44/MYH10/GSK3B/CD200/EIPR1/GNAZ/TIAM1/ERLEC1/PDX1/GRIPAP1/NF1/CHP1/UQCC2/RAPGEF4/SVIP/PRKCA/RPH3AL/IRS2/ALOX5/CDK5/ISL1/GNAO1/RAB23/PLA2G6/ZDHHC2/SLC30A8/SYT7/SNAP25/NDUFAF2/DNM1L/PKIG/PFKM/CASR/GCK/ATP2C1/SORL1/RUFY3/CHGA/KCNJ11/B3GAT3/PCSK1/GNAS/APBB1/RBP4/STX1A/ABCC8/PFKFB2/HADH
357,GO:0046486,glycerolipid metabolic process,173,-0.407303546,-1.552801949,0.000929277,0.013064542,0.010143198,1078,"tags=28%, list=18%, signal=24%",PIP4P2/DDHD2/LPCAT1/PIP4P1/LPIN1/DAGLA/PIGW/OCRL/PNPLA6/PIKFYVE/HYCC2/PANK2/PIP4K2B/DAGLB/DGKZ/FAR1/PNPLA7/PITPNM2/PIGG/MECP2/GDPD1/PIP4K2C/SYNJ1/TMEM68/MTMR9/PGAP4/ABCA3/PLA2G6/PGAP1/ACP6/DGKE/PLCB4/ACSL1/AGPAT5/ENPP2/MTMR7/SERINC1/SORL1/TTC7B/GPD1/PITPNM1/ABHD16A/ABHD6/INPP4A/PNPLA8/CDS2/PGS1/BPNT2
358,GO:0002009,morphogenesis of an epithelium,150,0.361791295,1.48360362,0.000923748,0.013064542,0.010143198,1131,"tags=29%, list=18%, signal=24%",MTHFD1/PPP1CA/RHOC/BSG/YAP1/EGFR/CD44/TACSTD2/SPINT1/CA2/MSN/MTHFR/RDH10/ITGA5/RREB1/SMAD3/CTSH/DAG1/RPS7/FLNA/ADAM17/DLG3/CLIC4/ITGB1/ALDH1A2/STARD13/ALDH1A3/MICAL2/MMP2/PFN1/SEMA4C/CYP7B1/HNF1B/ITGAV/PBX1/SDC4/APAF1/VASP/PHACTR4/DDR1/RBPJ/FERMT1/ACTG1
359,GO:0045087,innate immune response,306,0.306848522,1.375999379,0.000934204,0.013064542,0.010143198,1185,"tags=29%, list=19%, signal=24%",APCS/IFITM3/SHMT2/GSDMD/DAB2IP/IFNGR1/SRPK1/CASP8/TRIM25/CTSS/LGALS9/RPS19/CASP6/C9/RAB20/SERPING1/LYN/RPL13A/CFB/PIK3AP1/HK1/UAP1/ASS1/NFKB2/ARHGEF2/LGALS3/DDX60/IL18/RAF1/RPSA/CRK/PLSCR1/TRIM32/YWHAZ/ISG15/SAMHD1/C5/RIGI/DAPK3/SP100/HLA-C/PYCARD/UNC13D/GBP1/UBE2L6/NUB1/TRIM21/RELA/CSNK1A1/CHID1/FLNB/SERPINB9/UBA7/BSPRY/DDX21/MAPKAPK3/PLPP6/RPL39/C3/PARP14/ABHD17A/NOP53/LCN2/PLA2G1B/SMPDL3B/CLDN1/TRIM5/UNC93B1/UBL7/ZYX/SLC15A4/CASP1/IFIT2/TANK/PTPN2/S100A14/CREBBP/MAP2K6/ACTG1/PRKD1/JAK1/IFIT3/TRIM26/CORO1A/H2BC21/IFIT1/NECTIN2/TLR3
360,GO:0005874,microtubule,176,-0.391284494,-1.491674225,0.003311101,0.013150695,0.007990046,1482,"tags=38%, list=24%, signal=29%",CAMSAP1/NME7/MAPRE1/KIFC3/TCP11L1/SYBU/MTA1/RMDN1/IFT70A/REEP4/CEP170/CEP170B/TUBB2B/CDK5RAP2/MAPT/EML2/PDE4DIP/ARL3/KIF13A/STAU2/MAP1LC3A/KIF1A/LRPPRC/TPGS1/MAP1A/NAV1/PBXIP1/BICD1/TIAM1/CLIP3/DYNC1I1/DPYSL2/MAP1LC3B2/TBCB/CYLD/WDR47/KIFAP3/TUBE1/CDK5/SYNJ1/TPPP/ATAT1/DCX/RASSF5/TPPP3/BAG2/KIF3A/MAP2/REEP2/MTUS2/BAIAP2/KLC2/KLHL22/DNM1L/MAP1B/CNP/MAPRE2/RUSC1/SARM1/MAPRE3/KIF21A/KIF3B/KIF5C/GRAMD2B/ARL6/OPA1
361,GO:0032838,plasma membrane bounded cell projection cytoplasm,72,-0.468679605,-1.584475072,0.003403983,0.013393242,0.008137412,1566,"tags=44%, list=26%, signal=33%",DYNC2I2/RAB17/WDR54/IFT172/NME7/SYBU/IFT70A/SOD1/TRIM46/AGTPBP1/MAPT/STAU2/AP3B2/KIF1A/BBS7/MAP1A/ABHD13/AP3S2/ARL8A/KIFAP3/ARL8B/KIF3A/MAP2/ARMCX3/BAIAP2/WDR35/KIF21A/KIF3B/KIF5C/ARL6/OPA1/UCHL1
362,GO:0001568,blood vessel development,246,0.324504523,1.418747569,0.000983137,0.013648533,0.010596604,743,"tags=19%, list=12%, signal=17%",DAB2IP/BSG/MYH9/CASP8/YAP1/HDAC7/ZFP36L1/TNFAIP2/ANXA2/TJP1/GLUL/ROBO1/JCAD/ANPEP/SPINT1/TYMP/HSPG2/RNF213/JUP/CIB1/ANXA3/QKI/AQP1/MYO1E/IL18/VAV2/ATP2B4/GATA6/COL18A1/ITGA5/YWHAZ/HSPB1/SLC12A2/ARID2/SIRT1/CTSH/DAG1/SP100/AMOTL2/PAXIP1/FLNA/COL15A1/CLIC4/ITGB1/ALDH1A2/RELA/STARD13
363,GO:0016197,endosomal transport,134,-0.433368221,-1.595203672,0.001019391,0.014085701,0.010936018,1590,"tags=38%, list=26%, signal=29%",REPS1/RHOBTB3/RAB17/AKTIP/REPS2/VPS26C/RAB4B/SGSM2/TRIM27/MVB12A/WASHC2C/ZFYVE9/SCARB2/LAMTOR1/BLTP3B/TRAPPC10/SLC66A2/ALMS1/VPS37A/ITSN1/ARHGAP44/STX16/PIKFYVE/EIPR1/MYO1D/BLTP1/WASHC2A/TOM1/VTI1A/ATP9A/GRIPAP1/ACAP2/FHIP1B/ARHGAP1/STX8/VPS26B/ARL8B/PREPL/VAMP4/UBXN6/TBC1D10A/ZDHHC2/STX12/SNAP25/SORT1/SORL1/RAB6B/EHD3/ATP6AP1/VTI1B/RAB12
364,GO:0006959,humoral immune response,62,0.487109566,1.751021322,0.001068279,0.014572443,0.01131392,1156,"tags=37%, list=19%, signal=30%",RPL30/RPS19/C9/REG1B/SERPING1/CFB/PSMB10/LGALS3/LYZ/GATA6/REG1A/LGALS4/C5/HLA-DRB1/RPL39/C3/PLA2G1B/RBPJ/PRSS2/CD59/PRSS3/REG3A/H2BC21
365,GO:0002573,myeloid leukocyte differentiation,74,0.45504937,1.668003606,0.001061608,0.014572443,0.01131392,1185,"tags=32%, list=19%, signal=26%",APCS/TCIRG1/MYH9/CASP8/ZFP36L1/ANXA2/LYN/QKI/SIRT1/HLA-DRB1/RB1/TESC/LBR/MFSD8/DHRS7B/FBN1/BAP1/IREB2/NKAP/IL1RL1/PTPN2/RBPJ/FAM20C/TLR3
366,GO:0043065,positive regulation of apoptotic process,203,0.343380821,1.452882703,0.001069401,0.014572443,0.01131392,1126,"tags=30%, list=18%, signal=25%",CAMK1D/LATS1/CTNNA1/CASP7/PDCD4/CTSC/PPP1CA/DAB2IP/RPS3/SOD2/EIF5A/ANO6/AKR1C3/RACK1/TPD52L1/CASP8/RPS6/RPL26/CTSS/LGALS9/UTP11/MYBBP1A/CASP6/TNFSF10/LYN/LGALS2/CDK19/PPP2R1B/GATA6/BCL2L1/TSPO/SIRT1/CTSH/DAPK3/TIA1/PYCARD/MAP3K20/RPS7/RIPK3/HTRA1/ITGB1/ALDH1A2/MCL1/PTRH2/BID/ALDH1A3/NCK2/MMP2/TRADD/PLA2G1B/RRP1B/CARM1/MAP3K11/APAF1/CAPN2/IFIT2/PTPN2/MAP2K6/THBS1/ZC3H12A
367,GO:1904950,negative regulation of establishment of protein localization,56,-0.530731246,-1.722119757,0.001077316,0.014580029,0.01131981,888,"tags=32%, list=14%, signal=28%",CD200/DMTN/GNAZ/CORO2B/ERLEC1/NF1/CHP1/SVIP/CDK5/GDI1/GNAO1/RAB23/NDUFAF2/PKIG/CHGA/KCNJ11/ABCC8/HADH
368,GO:0009611,response to wounding,237,0.328733604,1.437892667,0.00108475,0.014580029,0.01131981,837,"tags=22%, list=14%, signal=20%",APCS/CTNNA1/CASP7/RHOC/SOD2/MYH9/ANO6/YAP1/ZFP36L1/TSPAN8/ANXA2/EPB41L4B/SERPING1/DGKA/CD44/LYN/PABPC4/ITGA2/PLEC/GGCX/AQP1/OCLN/VAV2/RAF1/TPM1/TMEM97/CRK/CLDN3/PLSCR1/ITGA5/RREB1/HSPB1/SMAD3/CNN2/SLC12A2/TSPO/DAG1/F11R/PPIA/MYOF/FLNA/ADAM17/S100A10/KANK1/CLIC1/ITGB1/NFIA/NFIB/ZFP36L2/SPP1/CD2AP/PDIA2/MMP2
369,GO:0040011,locomotion,455,0.283450733,1.308754897,0.001082511,0.014580029,0.01131981,1270,"tags=29%, list=21%, signal=25%",RCC2/CAMK1D/CTNNA1/CDH1/RHOC/DAB2IP/BSG/DPEP1/SOD2/ANO6/ABCC1/RACK1/ADAM10/CASP8/EGFR/PTPRK/HDAC7/LGALS9/RPS19/ACTN4/ARPIN/EPB41L4B/TJP1/GLUL/ROBO1/JCAD/LYN/TACSTD2/INSR/ADA/RPL13A/TYMP/ITGA2/MSN/JUP/CIB1/PLEC/ANXA3/ITGA3/RRAS2/SERPINB1/AQP1/ARHGEF2/LGALS3/RAF1/ATP2B4/ARF6/TPM1/LMNA/CRK/TRIP6/CLDN3/AKT2/ITGA5/TRIM32/CXADR/RREB1/HSPB1/SMAD3/C5/CNN2/ARHGAP18/SLC12A2/MTUS1/RIGI/ARID2/LAMB1/SIRT1/CTSH/DAPK3/AFDN/DAG1/SP100/ZNF609/AMOTL2/DUSP22/PYCARD/PARD6B/FAM83H/PPIA/RIPK3/FLNA/ADAM17/CORO1C/TPBG/CLIC4/KANK1/ITGB1/STARD13/CEP43/BCAR1/MMP2/PPIB/CCDC25/PLEKHG3/PFN1/MAP2K3/TRADD/SEMA4C/CYP7B1/CMTM7/PLA2G1B/CLDN1/PTP4A1/VTN/ITGAV/SDC4/RGN/PTPN2/S100A14/GPNMB/ARID4B/FERMT1/THBS1/ZC3H12A/ARHGEF5/ACTG1/PRKD1/RAB13/SDCBP/CORO1A/EPPK1/ITGB2/FAM110C/SUN2/CADM4/ARSB/PLP2/FGF2/IGF1R/UBE2I/MAZ/CAMSAP3/ABL2
370,GO:0140056,organelle localization by membrane tethering,31,-0.619446043,-1.811835804,0.001109162,0.014773843,0.011470285,616,"tags=42%, list=10%, signal=38%",CPLX2/STX16/STX8/PDZD8/PPFIA3/GNAO1/PSEN2/STX12/SNAP25/STXBP1/VTI1B/STX1A/STX3
371,GO:0060627,regulation of vesicle-mediated transport,228,-0.38319786,-1.501204074,0.00110855,0.014773843,0.011470285,1128,"tags=30%, list=18%, signal=25%",CLU/VAMP2/TBC1D20/ABL1/APPL2/PIP4P2/PPP3CB/BSN/ATXN2/PPP3R1/SMPD1/CPLX2/ARHGAP44/ABCA7/EIPR1/CD14/BICD1/ATP9A/GRIPAP1/LGI3/CLIP3/SYT17/LRPAP1/SPHK2/RPH3A/DNAJC6/RAPGEF4/C9orf72/ARHGAP1/RAB26/SCRN1/SEPTIN5/RAB3GAP1/RPH3AL/UBQLN2/FBXO45/PREPL/VAMP4/CDK5/STXBP5/SYT5/SYNJ2BP/ZDHHC2/SLC30A8/PGAP1/SYT7/CADPS/SNCA/NCDN/GNAI2/PFN2/SYT13/BIN1/ATP2C1/SNAP91/SYN1/SORL1/WDR44/RAB3A/PTPRJ/RAB3B/RAB3C/RAB2B/STXBP1/DNAJC5/LETMD1/STX1A/LDLRAP1
372,GO:0005802,trans-Golgi network,118,-0.415335262,-1.496263878,0.003858915,0.015042621,0.009139535,1324,"tags=32%, list=22%, signal=26%",LLGL1/ATP9B/SCAMP3/YIPF2/M6PR/VAMP2/SLC66A2/KIF13A/ATXN2/STX16/OCRL/EIPR1/COG8/VTI1A/BICD1/ATP9A/NBEA/GCNT1/CLIP3/SYT17/CORO7/STX8/ELAPOR1/COG3/COG1/ATP8A1/TGOLN2/PREPL/VAMP4/GGA2/ASAP1/SNAP25/ATP2C1/SORL1/PCSK1/GNAS/SCAMP1/BPNT2
373,GO:0009142,nucleoside triphosphate biosynthetic process,74,-0.502454729,-1.710818184,0.001157994,0.015355099,0.011921567,1546,"tags=51%, list=25%, signal=39%",AK4/ND2/ATP8/NDUFC2/NDUFA5/NME7/NDUFB1/ATP5MF/NDUFA6/ATP5PO/NDUFB3/NDUFB7/NDUFS4/NDUFV3/NDUFA11/NDUFA13/NDUFB5/NDUFB6/ND4/NDUFB9/ATP5F1A/UCK1/NDUFA12/ATP5PF/ATP5MK/NDUFAB1/ATP5MG/AK3/SPHK2/ATP5F1D/ATP6V0C/ATP5PD/ATP5PB/NDUFA8/TBPL1/DNAJC30/NME3/ATP6V1A
374,GO:0034702,monoatomic ion channel complex,72,-0.466386125,-1.576721457,0.004003072,0.015461408,0.00939398,1114,"tags=33%, list=18%, signal=28%",VAMP2/ATP5F1A/ATP5PF/HVCN1/ATP5MK/ATP5MG/LRRC8D/PDE4D/ATP5F1D/MICU3/SLC17A6/ATP5PD/STXBP5/KCNMA1/DPP6/ATP5PB/SNAP25/OLFM2/CACNA2D1/CACNA2D2/KCNJ11/ABHD6/STX1A/ABCC8
375,GO:0007006,mitochondrial membrane organization,60,-0.51497276,-1.689212416,0.001179972,0.01557668,0.012093601,1469,"tags=55%, list=24%, signal=42%",TIMM29/TIMM13/TIMM22/NOL3/GSK3A/VDAC2/APOO/TIMM8A/SLC35F6/TOMM40/BAX/NDUFA13/BNIP3L/TOMM22/GSK3B/SLC25A4/COX18/MTX3/CHCHD6/TMEM11/MTCH1/ALKBH7/GHITM/PEX5/RHOT1/SNCA/SLC25A46/CNP/MFN2/MTCH2/ADCK1/PPM1K/OPA1
376,GO:0042886,amide transport,135,-0.424919301,-1.568343529,0.00121246,0.015934414,0.012371343,810,"tags=25%, list=13%, signal=22%",GNAZ/TIAM1/PDX1/UQCC2/RAPGEF4/SLC46A1/PRKCA/RPH3AL/SLC5A6/IRS2/ALOX5/ISL1/GNAO1/PLA2G6/SLC30A8/SYT7/SNAP25/NDUFAF2/CPE/PFKM/CASR/GCK/SLC25A32/RAB3A/PTPRN/CHGA/KCNJ11/ADCYAP1/GNAS/RBP4/STX1A/ABCC8/PFKFB2/HADH
377,GO:0050806,positive regulation of synaptic transmission,48,-0.559391848,-1.760009673,0.001240729,0.016233786,0.012603772,1114,"tags=35%, list=18%, signal=29%",VAMP2/ABL1/GSK3B/SLC8A2/NF1/MICU3/MECP2/RAB3GAP1/PRNP/ZDHHC2/SNAP25/SNCA/STXBP1/SCGN/STX1A/MPP2/STX3
378,GO:0030246,carbohydrate binding,94,0.410583347,1.588236453,0.001366934,0.016276051,0.013418373,1306,"tags=43%, list=21%, signal=34%",APCS/GALK1/FBXO2/BSG/FBP1/ALDOB/RPIA/LGALS9/REG1B/LGALS2/HK1/GALNT2/HKDC1/LGALS3/REG1A/GUSB/GALNT3/LGALS4/LMAN2/HLA-DRB1/GALM/GPCPD1/GALNT1/ENPP1/MLEC/CHID1/NOMO2/LMAN2L/FAM3B/EGLN1/H6PD/VTN/DPM1/MRC2/REG3A/G6PD/CRYBG1/PLOD2/P4HA2/PHYH
379,GO:0060291,long-term synaptic potentiation,31,-0.617202797,-1.805274468,0.001264288,0.016436003,0.012760772,1114,"tags=42%, list=18%, signal=34%",VAMP2/ABL1/GSK3B/SLC8A2/NF1/MECP2/PRNP/ZDHHC2/SNAP25/SNCA/SCGN/MPP2/STX3
380,GO:0036503,ERAD pathway,57,-0.530585632,-1.722738366,0.001267301,0.016436003,0.012760772,855,"tags=32%, list=14%, signal=27%",UGGT2/ERLIN1/ERLEC1/MAN1A2/SVIP/DNAJC10/UBQLN2/UBXN6/SDF2L1/CANX/MAN1A1/MAN1C1/DNAJB9/MAN1B1/DNAJB2/WFS1/RHBDD2/CLGN
381,GO:0044331,cell-cell adhesion mediated by cadherin,16,0.705609343,1.880052394,0.001296175,0.016527303,0.012831656,807,"tags=44%, list=13%, signal=38%",CDH1/CTNND1/TJP1/AFDN/BHLHA15/PLEKHA7/CD2AP
382,GO:0001885,endothelial cell development,29,0.596992575,1.833462591,0.001288549,0.016527303,0.012831656,943,"tags=48%, list=15%, signal=41%",TJP2/ADD1/TJP1/EZR/MSN/COL18A1/CLDN3/AFDN/AMOTL2/F11R/CLIC4/TJP3/GSTM3/CLDN1
383,GO:0048278,vesicle docking,23,-0.657612179,-1.804628166,0.001301828,0.016527303,0.012831656,968,"tags=48%, list=16%, signal=40%",CPLX2/STX16/STX8/PPFIA3/GNAO1/STX12/SNAP25/STXBP1/VTI1B/STX1A/STX3
384,GO:0061008,hepaticobiliary system development,59,0.477357146,1.712361165,0.001289665,0.016527303,0.012831656,1032,"tags=37%, list=17%, signal=31%",MPST/SOD2/EGFR/ADA/ITGA2/ASS1/GATA6/ARF6/RPS15/OTC/SMAD3/PCNA/ALDH1A2/RELA/RPS6KA1/CD2AP/CLDN1/HNF1B/VTN/PCK2/RGN/HMGCS2
385,GO:0007610,behavior,216,-0.383194435,-1.493104565,0.001302287,0.016527303,0.012831656,1453,"tags=34%, list=24%, signal=27%",ARMCX5-GPRASP2/C12orf57/CSTB/ABCA2/MTA1/GCG/GHRL/CNTN1/SYT4/RPS6KB1/ATP1B2/COL6A1/SOD1/AGTPBP1/PTEN/GNG7/C1QL1/MAPT/S100B/ABL1/FOSB/PPP3CB/CLCN3/DDHD2/BBS2/CLN6/HOMER1/ATP6V1B1/HEXA/PPP1R9B/TPGS1/MAP1A/RCAN1/ABCA7/IAPP/SLC8A2/TACO1/SPTBN2/NF1/PIAS1/PAX6/TMOD1/APBA1/MECP2/SEPTIN5/WDR47/ATP8A1/PJA2/CDK5/SYNJ1/FKRP/NEGR1/GNAO1/PRNP/PEX13/SNAP25/SNCA/ROGDI/SLC25A46/ANKH/RASGRF1/NPTX2/CASR/SLC4A10/CNP/BBS4/TMOD2/ELAVL4/AKT1/HPRT1/SDK1/WFS1/UCHL1/ABCC8
386,GO:0051047,positive regulation of secretion,131,-0.431996545,-1.584282715,0.001312542,0.016586265,0.012877434,809,"tags=26%, list=13%, signal=23%",TMF1/PDX1/SPHK2/RPH3A/RAPGEF4/MICU3/PRKCA/RAB3GAP1/RPH3AL/IRS2/CDK5/STXBP5/NEGR1/ISL1/PLA2G6/SLC30A8/SYT7/CADPS/SNAP25/SNCA/DNM1L/PFKM/CASR/GCK/RAB3A/ADCYAP1/PCSK1/RAB2B/STXBP1/APBB1/RBP4/STX1A/ABCC8/PFKFB2
