"","Feature","logFC","Average.level","T_statistic","P_value","Adjusted.p_value","GeneID","chromosome"
"636","STX3",0.171392425130119,2.2855281057232,1.67459206577386,0.103111349703505,0.96556534279626,6809,"11"
"637","RPH3A",0.279956861413768,-1.68365218088635,1.67403735896118,0.103221159929379,0.96556534279626,22895,"12"
"638","BCKDHB",0.218105560352307,-1.11713021111496,1.67218610647868,0.103588338226639,0.96556534279626,594,"6"
"639","CAMK2B",0.205889748236479,0.505743729669491,1.6695200925627,0.104119020461096,0.96556534279626,816,"7"
"640","VEZT",-0.194946565302358,-1.28977470941672,-1.66935002444302,0.104152949671387,0.96556534279626,55591,"12"
"641","WRAP53",0.25406893907716,-1.65567906434723,1.66855674211709,0.104311333557831,0.96556534279626,55135,"17"
"642","CTSB",0.211911901345863,3.90440855625938,1.66818197244938,0.104386228157819,0.96556534279626,1508,"8"
"643","CDC42EP3",0.395628438741771,-4.29273694106408,1.66752529649912,0.104517566897919,0.96556534279626,10602,"2"
"644","JAGN1",-0.166300142541844,0.602107562589584,-1.66704932464312,0.104612849463822,0.96556534279626,84522,"3"
"645","LDLR",-0.215839860584946,-0.508307954713144,-1.66621191497658,0.104780661364734,0.96556534279626,3949,"19"
"646","PTGFRN",0.306805886219727,0.270839611990624,1.66568408930543,0.1048865490839,0.96556534279626,5738,"1"
"647","GAREM1",-0.464122540780134,-2.74361363353171,-1.66560869014602,0.1049016822338,0.96556534279626,64762,"18"
"648","KIAA0513",0.160056016616341,-1.6156569692878,1.66402903750594,0.105219146133555,0.96556534279626,9764,"16"
"649","CFAP410",0.220679187759158,-1.11159315634282,1.66170157778045,0.10568834753029,0.96556534279626,755,"21"
"650","GXYLT1",0.222120642861192,-2.03456303089565,1.66111817684859,0.105806228777802,0.96556534279626,283464,"12"
"651","PTPRM",-0.267608507474053,-2.47805570401165,-1.66110807578686,0.105808270744011,0.96556534279626,5797,"18"
"652","MEGF8",0.193302983074001,-2.5951248729532,1.66097536804778,0.105835101125119,0.96556534279626,1954,"19"
"653","COX17",0.274293662319226,1.96859467152302,1.66082867574726,0.105864765411169,0.96556534279626,10063,"3"
"654","ARSD",0.243737372355361,-0.909966418186746,1.66066200185194,0.105898478754001,0.96556534279626,414,"X"
"655","BCLAF3",-0.366820718458807,-1.47614786389962,-1.66038559036569,0.105954408457528,0.96556534279626,256643,"X"
"656","KLC3",0.305739102408219,-2.22779047530795,1.65985935938962,0.106060954790359,0.96556534279626,147700,"19"
"657","ZNF358",0.246133762712643,-3.1460518847243,1.65938396369477,0.106157284723955,0.96556534279626,140467,"19"
"658","RCAN3",0.196210535851201,-0.849640158329548,1.65852896754733,0.106330715776086,0.96556534279626,11123,"1"
"659","PARVA",-0.165065157954343,1.33089837873185,-1.65791996946693,0.106454390503788,0.96556534279626,55742,"11"
"660","SUPV3L1",0.118914482262949,0.549946082047765,1.65790015254588,0.106458416903795,0.96556534279626,6832,"10"
"661","MFN2",0.121107384932694,1.32650424649069,1.65759309667416,0.106520820593174,0.96556534279626,9927,"1"
"662","JUND",0.194807771314939,-1.73280366744567,1.65758846706093,0.106521761712013,0.96556534279626,3727,"19"
"663","JPH1",0.306809757847112,-3.31606125920898,1.656497809187,0.106743665092796,0.96556534279626,56704,"8"
"664","TPK1",0.202943951760206,-0.249195401973464,1.65639147851127,0.106765319398233,0.96556534279626,27010,"7"
"665","LAMB3",-0.734295910660568,-2.7461186068747,-1.65612794917051,0.106819002973078,0.96556534279626,3914,"1"
"666","C19orf53",0.241948377113432,-0.926249794815337,1.65583762927534,0.106878169905875,0.96556534279626,28974,"19"
"667","CTDSP1",-0.230639494316721,-1.52011633736811,-1.65455133832681,0.10714064111799,0.96556534279626,58190,"2"
"668","RRN3",-0.190935023873423,-1.64673173346178,-1.65440499826265,0.107170535962181,0.96556534279626,54700,"16"
"669","HLA-DRA",-0.221051019889015,-1.08715350069723,-1.65426522462931,0.107199095835227,0.96556534279626,3122,"6"
"670","GPATCH11",0.229852495629448,-1.37584599437933,1.65403349413482,0.107246459074728,0.96556534279626,253635,"2"
"671","CACUL1",0.278116519603793,-1.74454987857703,1.65280571751831,0.107497692364676,0.96556534279626,143384,"10"
"672","TRIM22",-0.244389925868034,-1.20498725418383,-1.65151360803203,0.107762615102215,0.96556534279626,10346,"11"
"673","SEPTIN6",0.253063823971549,-0.466367398068926,1.64975097871281,0.10812487917686,0.96556534279626,23157,"X"
"674","PRR14",0.309676873756072,-2.7848582656171,1.64963679811385,0.108148380792166,0.96556534279626,78994,"16"
"675","ANAPC5",0.223129995846302,-0.415467711774317,1.64932135808793,0.108213329263634,0.96556534279626,51433,"12"
"676","ZNF316",0.205842454812361,-1.88301784832356,1.64913524948905,0.108251663768189,0.96556534279626,100131017,"7"
"677","C1orf122",-0.174539600520058,-0.910228534452782,-1.64834036016549,0.108415520787393,0.96556534279626,127687,"1"
"678","SNTB2",-0.186402977196361,1.00195832884111,-1.64371040406608,0.109374008637402,0.96556534279626,6645,"16"
"679","NECTIN1",0.208455031223665,-0.901608469634371,1.64326698969008,0.109466169672214,0.96556534279626,5818,"11"
"680","POU2F1",0.220745049840797,-0.84659791942477,1.64213044761885,0.109702685897759,0.96556534279626,5451,"1"
"681","FRA10AC1",-0.214891165844384,-2.05464511109025,-1.64158782981013,0.109815754176487,0.96556534279626,118924,"10"
"682","NECAB2",0.329127894839212,-1.3559387623358,1.64118240115227,0.10990029834276,0.96556534279626,54550,"16"
"683","CUEDC1",0.207920510518943,-2.08869819906296,1.64064887677879,0.110011636176431,0.96556534279626,404093,"17"
"684","ZC3H4",0.207614881699387,-1.72192221956665,1.64051920840793,0.110038709902143,0.96556534279626,23211,"19"
"685","GATAD2B",0.189267818332234,0.0402460737993743,1.64017543267259,0.110110514149307,0.96556534279626,57459,"1"
"686","CPNE4",0.2804263952955,-2.42431915009368,1.6399025609522,0.110167536226209,0.96556534279626,131034,"3"
"687","ACOT8",-0.165804330891284,-0.52435770188082,-1.63619025016646,0.110945721364044,0.96556534279626,10005,"20"
"688","PTPRN2",0.202533954281273,2.11509826077842,1.63584251861949,0.11101884537001,0.96556534279626,5799,"7"
"689","ISYNA1",0.139444207431689,1.91204353583702,1.6341439501466,0.11137660623589,0.96556534279626,51477,"19"
"690","ENPEP",-0.267063312364169,-0.221635585082628,-1.63339027708418,0.111535652567771,0.96556534279626,2028,"4"
"691","GNPTG",0.181882652463614,-0.863453201897316,1.63324146242087,0.111567078781077,0.96556534279626,84572,"16"
"692","SAP30L",0.14484994373941,-0.329817976475202,1.63241848008697,0.111741005351807,0.96556534279626,79685,"5"
"693","MTRF1L",-0.156369499129378,-1.7587212458759,-1.63130889968149,0.111975854170837,0.96556534279626,54516,"6"
"694","USF2",0.168075914609175,-0.946915665459441,1.63118933750904,0.112001184407714,0.96556534279626,7392,"19"
"695","HEXA",0.200374711215723,1.74982305170404,1.63089443269551,0.112063682609789,0.96556534279626,3073,"15"
"696","YJU2",0.155558618154429,-1.84155652750377,1.63041947758998,0.112164398644035,0.96556534279626,55702,"19"
"697","PSMF1",0.231129925626317,1.39000924730332,1.63035704191644,0.112177643906895,0.96556534279626,9491,"20"
"698","ACSM3",-0.220753852307251,-0.118684845311,-1.62992183194339,0.112270006239319,0.96556534279626,6296,"16"
"699","ICAM2",-0.265907727664842,-3.0829020550797,-1.62830432401082,0.11261383039666,0.96556534279626,3384,"17"
"700","UTP14A",-0.216719250312317,-1.13517143187816,-1.62806786746813,0.112664165106703,0.96556534279626,10813,"X"
"701","RTN1",0.240761070378443,3.37726469421603,1.62744341647951,0.112797181555049,0.96556534279626,6252,"14"
"702","KCNJ6",0.247218588847879,-1.24916746919553,1.62739741361934,0.112806985891184,0.96556534279626,3763,"21"
"703","PTPMT1",-0.138437776015424,-0.348318790011432,-1.62735181777702,0.112816704173841,0.96556534279626,114971,"11"
"704","RBBP7",0.134147205334477,0.135060966700704,1.62703259883823,0.112884761690157,0.96556534279626,5931,"X"
"705","CD34",-0.431781916192968,-1.83420708175344,-1.62651175775169,0.112995877599297,0.96556534279626,947,"1"
"706","PYROXD2",0.539073602156825,-1.49811263454335,1.62606453944546,0.113091358665958,0.96556534279626,84795,"10"
"707","TINF2",0.274675121888639,-2.73677716603138,1.62558915345714,0.113192926299638,0.96556534279626,26277,"14"
"708","DIS3L",0.2300864885746,-2.436528498427,1.6245013894774,0.113425612623894,0.96556534279626,115752,"15"
"709","TMEM30B",-0.196803708946102,-1.72582391488882,-1.62422828649379,0.113484094513773,0.96556534279626,161291,"14"
"710","GFOD2",0.155990307622202,-0.741035518763881,1.62407788660589,0.113516311522175,0.96556534279626,81577,"16"
"711","KPRP",0.357358309631501,-0.936627551958827,1.62299429763677,0.11374864839631,0.96556534279626,448834,"1"
"712","KAT7",0.156477448845353,-0.942305339488903,1.62178718202858,0.114007931379307,0.96556534279626,11143,"17"
"713","FAM184B",-0.26645550879122,-3.89532799001494,-1.62163687268231,0.11404025113675,0.96556534279626,27146,"4"
"714","EXOC3L2",-0.302181894759417,-0.542616672152469,-1.62081987714243,0.114216054577066,0.96556534279626,90332,"19"
"715","DNAJC8",0.124588381932412,1.45274708755491,1.62077343021087,0.114226055848757,0.96556534279626,22826,"1"
"716","FADS2",-0.24063738224932,-0.756894833770757,-1.62031453764171,0.114324906431655,0.96556534279626,9415,"11"
"717","RNPC3",0.233973254073667,-1.28795599815685,1.62028016031295,0.114332314521741,0.96556534279626,55599,"1"
"718","CENPV",-0.187438088694114,1.15425291396558,-1.62018785194873,0.11435220832383,0.96556534279626,201161,"17"
"719","LAMC3",-0.303226520774016,0.292168013182188,-1.62008872860285,0.114373574021379,0.96556534279626,10319,"9"
"720","CDNF",0.208043606725334,-1.63559256225662,1.62001300588577,0.114389898003699,0.96556534279626,441549,"10"
"721","EYA3",0.201072939869629,-2.10938141880136,1.61838904821418,0.114740444957748,0.96556534279626,2140,"1"
"722","SPG21",0.186033119153327,-1.00883650694638,1.61747262903312,0.11493865209725,0.96556534279626,51324,"15"
"723","HIGD1A",0.280656548931507,0.929949870247601,1.61746425876701,0.114940463750151,0.96556534279626,25994,"3"
"724","ESAM",-0.22454398943128,-1.79653291041079,-1.61657210170024,0.115133695940277,0.96556534279626,90952,"11"
"725","CRYBA2",0.208168578350747,0.122693417878565,1.61611977103738,0.115231768051855,0.96556534279626,1412,"2"
"726","STS",0.340791173233012,-0.924220000938551,1.6159747186057,0.115263232129226,0.96556534279626,412,"X"
"727","VCL",-0.133031221420718,3.68669391449218,-1.61191892824575,0.116145854543459,0.96556534279626,7414,"10"
"728","PNISR",0.284627831769759,-2.51400191835009,1.61171487383386,0.116190407052118,0.96556534279626,25957,"6"
"729","MCF2L",0.113379252794518,-0.402577652409702,1.61017314936192,0.116527474978904,0.96556534279626,23263,"13"
"730","CCNL1",0.245185043774327,-3.70179039963017,1.60908447511245,0.116765975114305,0.96556534279626,57018,"3"
"731","KMT2A",0.222780416385201,-2.31935498810516,1.6085229647732,0.116889143768788,0.96556534279626,4297,"11"
"732","NCDN",0.131608441358116,-0.221078061080681,1.60835354349493,0.11692632764968,0.96556534279626,23154,"1"
"733","ATG3",0.135520604488693,0.324317133007103,1.60749118314428,0.11711574526958,0.96556534279626,64422,"3"
"734","H4C16",0.150102477714557,8.0569042289782,1.60661399378119,0.1173086780759,0.96556534279626,121504,"12"
"735","TAOK2",0.174172949936694,-1.15234334295473,1.60440445200926,0.117795808854092,0.96556534279626,9344,"16"
"736","TPM4",0.222957398907367,4.07962810556853,1.60411471721821,0.117859808509473,0.96556534279626,7171,"19"
"737","ICAM1",-0.273140672005122,0.620500062274645,-1.6036276371433,0.117967464051086,0.96556534279626,3383,"19"
"738","MCM6",-0.263177620103298,-0.753753867410197,-1.60357165802031,0.117979841842635,0.96556534279626,4175,"2"
"739","CNPY2",0.177752748517272,3.41039732665727,1.60306775234448,0.118091310550861,0.96556534279626,10330,"12"
"740","INO80C",0.40937953194607,-3.52498463913748,1.60240011008998,0.118239132179063,0.96556534279626,125476,"18"
"741","ELAPOR1",0.163275604097148,3.57387532930568,1.60154840439287,0.118427926922643,0.96556534279626,57535,"1"
"742","CHMP4B",0.172997678553693,1.90064499785376,1.60146267720003,0.118446943446505,0.96556534279626,128866,"20"
"743","ANKRD40",-0.286297159450501,-3.10062698422114,-1.60071975475986,0.118611847727425,0.96556534279626,91369,"17"
"744","PPM1G",0.164206951244579,1.24460192447503,1.59714485001149,0.119407988638786,0.96556534279626,5496,"2"
"745","PHYH",0.281922262754727,-0.757896555278046,1.59573089315093,0.119724084785421,0.96556534279626,5264,"10"
"746","CCNL2",0.356196616798427,-4.14348877861426,1.59549327465555,0.119777272530912,0.96556534279626,81669,"1"
"747","IQCB1",-0.259753769953494,-3.65232817541345,-1.59517800244826,0.11984787185505,0.96556534279626,9657,"3"
"748","CYSTM1",0.173482919228188,1.87521005895592,1.59285719598022,0.120368620936535,0.96556534279626,84418,"5"
"749","PTK2",0.174493464797694,0.829305892804656,1.59285508372789,0.120369095730739,0.96556534279626,5747,"8"
"750","MAPT",0.250676156095824,0.762300021657648,1.59244136024488,0.120462122429162,0.96556534279626,4137,"17"
"751","ARL14EP",-0.19367219047863,-0.793198483151148,-1.59203762280999,0.12055296038256,0.96556534279626,120534,"11"
"752","SHROOM3",0.200889307848994,-2.05211424381012,1.59202722093479,0.120555301467485,0.96556534279626,57619,"4"
"753","TAF4",0.164572699778241,-1.5184405114103,1.59176974328362,0.12061326219333,0.96556534279626,6874,"20"
"754","YARS2",-0.102923261093132,0.811951291960229,-1.59114115183076,0.120754859912031,0.96556534279626,51067,"12"
"755","NR2C2",0.152685695580908,-0.275534784752589,1.5906376627537,0.120868374772345,0.96556534279626,7182,"3"
"756","BNIP3L",0.299927664475164,-2.19017550798917,1.58987430903045,0.121040644067762,0.96556534279626,665,"8"
"757","MCUR1",-0.164297461086118,-0.543020813928446,-1.58949708055754,0.12112584884726,0.96556534279626,63933,"6"
"758","GOLIM4",0.151797731270518,0.0546731649034795,1.5885892339075,0.121331105449967,0.96556534279626,27333,"3"
"759","ERCC4",-0.154728502007269,-1.3143866876914,-1.58691535974892,0.121710299174309,0.96556534279626,2072,"16"
"760","TAMM41",-0.163496928530051,-0.647957392683522,-1.58593246651723,0.121933410934429,0.96556534279626,132001,"3"
"761","PCSK2",0.208026184466617,2.84925577086551,1.58551178071006,0.122029006437262,0.96556534279626,5126,"20"
"762","TRIR",0.366765910853711,-0.872046623723989,1.58507998775838,0.122127189500823,0.96556534279626,79002,"19"
"763","STAT5A",-0.28953561479188,-1.89263290060159,-1.58489437799144,0.122169414109511,0.96556534279626,6776,"17"
"764","MAPKBP1",0.225588265866344,-2.27357405636356,1.58452250726793,0.122254047311858,0.96556534279626,23005,"15"
"765","TRPV2",-0.329459374997398,-4.3989806682073,-1.58429183653155,0.122306569171966,0.96556534279626,51393,"17"
"766","PLOD3",0.129751374795543,1.58876057876986,1.58390995245275,0.122393561556555,0.96556534279626,8985,"7"
"767","ZBTB45",0.241378649118184,-2.58817527569991,1.5826433937619,0.122682442371945,0.96556534279626,84878,"19"
"768","BSG",-0.136196265335498,1.72238285731363,-1.58234096439844,0.122751503636353,0.96556534279626,682,"19"
"769","SOX5",-0.256755944692732,-0.845270898584584,-1.58218673899625,0.122786733987968,0.96556534279626,6660,"12"
"770","GMEB2",0.177908244954184,-0.89607819504854,1.58045317070043,0.123183307821454,0.96556534279626,26205,"20"
"771","FUT8",-0.12825846504354,-0.221443645092169,-1.57950766632335,0.123400042639664,0.96556534279626,2530,"14"
"772","MRPL38",-0.122207914131315,1.5501314056479,-1.57947493875397,0.123407550233995,0.96556534279626,64978,"17"
"773","HSD17B11",-0.191544735202167,1.31347570923665,-1.57945825725711,0.123411377056516,0.96556534279626,51170,"4"
"774","ANKRD46",0.280583604261575,-1.23102675502318,1.57918417717627,0.123474266311217,0.96556534279626,157567,"8"
"775","RNPEP",-0.188404911879271,2.43716257483225,-1.57846791161704,0.12363874091558,0.96556534279626,6051,"1"
"776","APC",0.157055141938828,-1.69679816136129,1.57630551067263,0.124136372126662,0.96556534279626,324,"5"
"777","PYGO2",0.295054892685294,-2.51964896535448,1.57551103852016,0.124319612595938,0.96556534279626,90780,"1"
"778","CHGA",0.297656843770509,2.99113578248277,1.57538828539906,0.124347944543097,0.96556534279626,1113,"14"
"779","TSPYL4",-0.350002617499707,-3.41024600678298,-1.57476330136945,0.124492275097667,0.96556534279626,23270,"6"
"780","ACO1",-0.18923962977274,2.79620182303244,-1.57363450459939,0.124753299243675,0.96556534279626,48,"9"
"781","TMEM38B",0.148404339421964,0.101400191731771,1.57285144285173,0.124934636908973,0.96556534279626,55151,"9"
"782","STK11IP",0.129641317472642,-0.0237345598441682,1.57206063996501,0.125117984938864,0.96556534279626,114790,"2"
"783","FCHSD2",-0.542097619161551,-5.0716325339572,-1.57005137836618,0.125584818448498,0.96556534279626,9873,"11"
"784","BICD2",0.202877266682127,-2.00874155513851,1.56938133900215,0.125740810682967,0.96556534279626,23299,"9"
"785","YEATS2",0.164163478850333,-1.64022129388155,1.5681323470462,0.126032009920705,0.96556534279626,55689,"3"
"786","PTGR2",0.136200137255494,1.30207558600235,1.56766815918901,0.126140373814048,0.96556534279626,145482,"14"
"787","TATDN3",0.211119727303856,-0.111570922661242,1.5676013018817,0.126155987783177,0.96556534279626,128387,"1"
"788","GEMIN4",0.141304790391403,-0.771052610427544,1.56753120148703,0.126172360836258,0.96556534279626,50628,"17"
"789","CYFIP2",0.183825284416025,0.395631086701623,1.56742978139096,0.126196052158095,0.96556534279626,26999,"5"
"790","MIEN1",0.249766563355054,-0.175909377331136,1.56540678700226,0.126669371535118,0.96556534279626,84299,"17"
"791","MEMO1",-0.146828188113613,-0.561895025365696,-1.56517093176386,0.12672464831525,0.96556534279626,51072,"2"
"792","TIMP2",0.335387271861042,2.13122546900154,1.5646311623795,0.126851226442806,0.96556534279626,7077,"17"
"793","KCTD5",0.241002361673722,-1.96354507772117,1.56413772585655,0.126967029203912,0.96556534279626,54442,"16"
"794","MTMR3",0.153587622736077,-0.54142649221725,1.56366921139715,0.127077062591464,0.96556534279626,8897,"22"
"795","JMJD8",-0.23399193387934,-1.16695438266389,-1.5628951560989,0.127259023786647,0.96556534279626,339123,"16"
"796","ANKH",0.196627655065551,0.576620190570238,1.56208209203589,0.12745038285168,0.96556534279626,56172,"5"
"797","AIP",0.142723598955006,1.58883805947781,1.56189287395452,0.127494949868972,0.96556534279626,9049,"11"
"798","ANO8",0.191537613963259,-2.06528578203779,1.55973915504882,0.128003113240825,0.96556534279626,57719,"19"
"799","RIMBP2",0.37580760949397,-0.884632352011761,1.55966902232265,0.128019688448164,0.96556534279626,23504,"12"
"800","TRAPPC2",0.203834534111873,-1.58591698915981,1.55879333601207,0.1282267953766,0.96556534279626,6399,"X"
"801","ALG6",-0.152314892184417,-0.347897836475563,-1.55848314901039,0.128300222320142,0.96556534279626,29929,"1"
"802","STXBP5",0.165874700032563,2.65808022112992,1.55780457847806,0.128460971379757,0.96556534279626,134957,"6"
"803","BRD3",0.147728826429834,-0.0521448360668947,1.55775416939964,0.128472919490106,0.96556534279626,8019,"9"
"804","PLBD2",0.166246192179795,1.51177627588637,1.5577241934641,0.128480024903467,0.96556534279626,196463,"12"
"805","TMEM67",0.248296975355108,-2.45335815827866,1.55750127476231,0.12853287494419,0.96556534279626,91147,"8"
"806","PHF21A",0.226509935229689,-2.76535478111287,1.55669370650917,0.128724482677191,0.96556534279626,51317,"11"
"807","WFS1",0.1577691949093,2.76858872526935,1.55592439901272,0.128907227942068,0.96556534279626,7466,"4"
"808","RAD23A",0.166444618089558,1.04267014287862,1.5556102609797,0.128981910397759,0.96556534279626,5886,"19"
"809","FABP4",-0.302356660457258,1.55833769193054,-1.55534407387772,0.129045220574922,0.96556534279626,2167,"8"
"810","APLP2",-0.162640458331863,-1.22618100829286,-1.55394971085394,0.129377269053956,0.96556534279626,334,"11"
"811","CADM4",0.193148314307172,-0.789571257327211,1.55359241945588,0.129462464528535,0.96556534279626,199731,"19"
"812","ENOSF1",-0.238825800812981,0.395972796969072,-1.55328459289219,0.129535901676658,0.96556534279626,55556,"18"
"813","ANAPC10",0.254340719927853,-1.66572277582894,1.55282352380403,0.129645960552874,0.96556534279626,10393,"4"
"814","ARL10",0.198142810448612,-0.335972997154692,1.55238161941519,0.129751515878881,0.96556534279626,285598,"5"
"815","VWF",-0.303030494748329,-1.44505388082893,-1.55234241432906,0.129760883950516,0.96556534279626,7450,"12"
"816","MICAL1",0.126427030280302,0.0553348690113672,1.5503590831962,0.130235517600832,0.96556534279626,64780,"6"
"817","NFASC",0.171373486008426,-0.368644736993573,1.55030173446404,0.130249262701612,0.96556534279626,23114,"1"
"818","ZNF618",0.153335215332729,0.642266309216598,1.54985083080104,0.130357374333617,0.96556534279626,114991,"9"
"819","SDR39U1",-0.184369760662116,1.70842972748199,-1.54898772786081,0.130564520343899,0.96556534279626,56948,"14"
"820","CDKN1B",0.286902173187161,-3.06442254916684,1.54855299671812,0.130668957402281,0.96556534279626,1027,"12"
"821","PC",0.143477307517968,1.794210224892,1.54805222652695,0.130789343111617,0.96556534279626,5091,"11"
"822","MAL2",0.158469227376926,2.28253115255915,1.54678603183595,0.131094138432533,0.96556534279626,114569,"8"
"823","TRIM38",0.351585989514081,-2.65491681078022,1.54661776216505,0.131134687157759,0.96556534279626,10475,"6"
"824","RMDN2",-0.206017195879188,-1.79298403892385,-1.54622549343435,0.131229253405689,0.96556534279626,151393,"2"
"825","MAP4K4",0.166981794015507,-0.322336752181915,1.54561095293112,0.131377514842341,0.96556534279626,9448,"2"
"826","CYP27A1",-0.188304288630562,1.92941606665388,-1.54500842821197,0.131523009006455,0.96556534279626,1593,"2"
"827","SLC25A15",-0.301743064764549,-0.520693317135821,-1.5449149912038,0.131545583306773,0.96556534279626,10166,"13"
"828","H2AC13",0.151463896836478,8.18866119605807,1.54468766395642,0.131600518468411,0.96556534279626,8329,"6"
"829","MFAP1",0.139405480857473,0.123969221405086,1.54379374912206,0.131816719082607,0.96556534279626,4236,"15"
"830","C5",0.384793833540183,-2.33215682571391,1.54286049743138,0.132042740182547,0.96556534279626,727,"9"
"831","NOS3",-0.226446820462489,-0.736547028495519,-1.54235830598873,0.132164493928578,0.96556534279626,4846,"7"
"832","SLC22A18",0.240844696378716,-0.930261511122268,1.54165107840078,0.132336111613986,0.96556534279626,5002,"11"
"833","HMGN3",-0.228947135807865,-5.10054988644527,-1.54154234164989,0.132362513935231,0.96556534279626,9324,"6"
"834","PCSK1N",0.58453907672645,2.50937120214449,1.54096707088911,0.132502266061879,0.96556534279626,27344,"X"
"835","CLTB",0.200819420516185,1.90479673468548,1.5401629286709,0.132697818508533,0.96556534279626,1212,"5"
"836","PHF3",0.158891914251741,-1.30855718771544,1.53997719714623,0.132743018119236,0.96556534279626,23469,"6"
"837","ELOA",0.166907038315796,-0.354682388872871,1.53965515790783,0.132821419066134,0.96556534279626,6924,"1"
"838","BMP2K",0.189955213807639,-1.66983932270734,1.53817023766145,0.133183409541968,0.96556534279626,55589,"4"
"839","H2BC21",0.141997795350805,5.23627812635576,1.53745379501523,0.133358347220991,0.96556534279626,8349,"1"
"840","TOM1L2",0.153309508298307,1.53596340637046,1.53691253836724,0.133490631869135,0.96556534279626,146691,"17"
"841","SERPINC1",-0.748822236359019,2.69544756151415,-1.53643441123874,0.133607575656326,0.96556534279626,462,"1"
"842","PHF2",0.13813805372382,0.421614951339959,1.53509000855394,0.133936842947439,0.96556534279626,5253,"9"
"843","GTPBP10",-0.117870335987589,-0.346295644172908,-1.53462420912979,0.134051077972587,0.96556534279626,85865,"7"
"844","ILK",-0.140374920887433,0.890276893480094,-1.53198305330102,0.134700297083131,0.96556534279626,3611,"11"
"845","PGAM2",-0.204684703098583,-1.63206250860795,-1.53123055040451,0.134885732650024,0.96556534279626,5224,"7"
"846","CHMP4A",0.235937553302787,-1.243174294129,1.53040602162149,0.135089153657824,0.96556534279626,29082,"14"
"847","FADS1",0.440024865382479,-2.37102051040786,1.52955836991393,0.135298537309013,0.96556534279626,3992,"11"
"848","SEPTIN3",0.210106422186386,1.10882931478379,1.52913236096775,0.135403867197165,0.96556534279626,55964,"22"
"849","INPP5E",-0.230139065169634,-4.44132186972016,-1.52888848762073,0.135464194172564,0.96556534279626,56623,"9"
"850","DNASE2",-0.128636254142084,-0.242283631772388,-1.52859113470307,0.135537779722505,0.96556534279626,1777,"19"
"851","PDPR",0.134858384948769,0.870523739181586,1.52849625438859,0.135561266416865,0.96556534279626,55066,"16"
"852","MSL1",-0.155045761699276,-1.95419464060329,-1.52849190322362,0.135562343583926,0.96556534279626,339287,"17"
"853","NME6",0.363036588310201,-3.4293464390779,1.52844711339228,0.135573432080268,0.96556534279626,10201,"3"
"854","GPSM1",0.179166993182847,-0.38509431372868,1.52832337478793,0.135604069510659,0.96556534279626,26086,"9"
"855","CFI",-0.460065926952128,-1.24698769430129,-1.5281554875459,0.13564564698189,0.96556534279626,3426,"4"
"856","ADPRH",-0.165178391539822,-1.30344265508233,-1.52746344635617,0.135817140323814,0.96556534279626,141,"3"
"857","BAX",0.17408674131374,2.55995456329623,1.52652331248508,0.136050393020617,0.96556534279626,581,"19"
"858","SMARCB1",0.197280675818237,0.772674006653265,1.52602428879819,0.136174334841885,0.96556534279626,6598,"22"
"859","RPA3",0.216448215405091,0.308134426369071,1.52400607974372,0.1366765232189,0.96556534279626,6119,"7"
"860","HERC1",0.110608129560346,-1.03891393239583,1.52369174699722,0.136754872362988,0.96556534279626,8925,"15"
"861","RNF220",0.230613340017456,-1.64925933386916,1.52115274997897,0.13738905839731,0.96556534279626,55182,"1"
"862","SAMD1",0.311478766292663,-2.55027521315296,1.5206612888993,0.137512087774879,0.96556534279626,90378,"19"
"863","COL6A1",-0.220606983089747,4.74738361615179,-1.52025665528493,0.13761344785506,0.96556534279626,1291,"21"
"864","ACY1",-0.142682831893515,-0.3004418869598,-1.51993363552559,0.137694406957784,0.96556534279626,95,"3"
"865","SLC25A40",-0.181017810232288,-1.17837506925416,-1.51956426526021,0.137787029963707,0.96556534279626,55972,"7"
"866","OTUD4",0.201385924116354,-0.601550707723666,1.51927293335339,0.137860119500057,0.96556534279626,54726,"4"
"867","TRUB2",-0.186199339885393,-1.85545017758494,-1.51906452858718,0.137912423364456,0.96556534279626,26995,"9"
"868","RPGR",0.300556789675023,-2.17444100584986,1.51882236361978,0.137973220170231,0.96556534279626,6103,"X"
"869","USP8",0.157267205226714,0.352290064321528,1.51824544637015,0.138118145220312,0.96556534279626,9101,"15"
"870","NHLRC3",0.124714370355063,-0.186464979642514,1.51801507593467,0.138176049857245,0.96556534279626,387921,"13"
"871","NEU1",0.177673843310711,0.69345630707865,1.51797852496403,0.138185238901974,0.96556534279626,4758,"6"
"872","MPP1",-0.159371869407923,0.840808411379291,-1.51729123348954,0.138358118001248,0.96556534279626,4354,"X"
"873","SYF2",-0.208344492753764,-1.97452229320213,-1.51714439970875,0.138395074649066,0.96556534279626,25949,"1"
"874","SVIP",0.262758075148576,-0.162162534914702,1.51614742133029,0.138646214554512,0.96556534279626,258010,"11"
"875","WDR5B",-0.242298259755588,-3.48677209161601,-1.51586897979282,0.1387164197141,0.96556534279626,54554,"3"
"876","HLA-DRB1",-0.189269497268104,-0.566794598480454,-1.51548310109735,0.138813760920466,0.96556534279626,3123,"6"
"877","FGD6",0.170844694655602,-2.14755005832185,1.51506839978423,0.138918434109014,0.96556534279626,55785,"12"
"878","XKR7",0.300432490176833,-5.58327452036214,1.5140196419653,0.139183430315097,0.96556534279626,343702,"20"
"879","TPP1",0.184574555626161,4.62304198637745,1.51381211193225,0.139235916361413,0.96556534279626,1200,"11"
