"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","common_name"
"1",100,0.0724577241766855,-1.62451531622842,0.295869464442161,0.768618579674972,0.88619618676494,"ADA"
"2",1000,-0.267142265098998,-0.0755568066365997,-1.66618635558405,0.102254166467985,0.29844796660984,"CDH2"
"3",10000,-0.312212173044864,0.320337976414417,-2.51534696318496,0.0153280481606234,0.0930599007021826,"AKT3"
"4",10001,0.137419226417186,-2.30380607813101,0.783977349990864,0.436942983186632,0.667485323743044,"MED6"
"5",10005,0.335445512427409,-0.552731537616895,3.14111323035343,0.00289422312964604,0.0334552571935356,"ACOT8"
"6",10007,-0.203778525535864,3.0358823755672,-2.84479939419031,0.00653633889804454,0.0553456968343758,"GNPDA1"
"7",10009,-0.101089804296243,-3.43655288107114,-0.67864530227119,0.500653727769429,0.714219331406648,"ZBTB33"
"8",10010,0.176564814909245,-0.512897610996615,1.8833708572436,0.0657766506708369,0.22580373703445,"TANK"
"9",10011,0.160235438228774,-0.740364753288143,1.77592867598421,0.082146522674815,0.256791215369806,"SRA1"
"10",100131017,-0.0544907005961164,-1.77627527084837,-0.354633811650705,0.724432607472063,0.860903648531175,"ZNF316"
"11",100131187,0.179592674022741,0.892439529569454,0.679467312588953,0.500137562310944,0.714083358330908,"TSTD1"
"12",100131755,-0.02440704648374,-2.37832001135248,-0.234360894308838,0.815711430973621,0.907693394364772,"ARMCX4"
"13",100131801,-0.119922901201095,-1.85267526105361,-0.971938200663463,0.33600169861747,0.589858301182813,"PET100"
"14",100132916,-0.178057193673752,-1.95009103535056,-0.636812075687263,0.527302545087355,0.734085511849895,"SHISAL2B"
"15",100137047,0.0517115867111113,-1.15875176327314,0.427767169069448,0.670752601543661,0.828128339725916,"JMJD7"
"16",10014,0.0401170180845047,-1.48570424746617,0.356465539049335,0.72306951403599,0.859647145885755,"HDAC5"
"17",10016,0.14864289060806,1.93036823931688,1.9864457928095,0.0527661821268868,0.200668417530874,"PDCD6"
