"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","dataset"
"256","GO:0030532","small nuclear ribonucleoprotein complex",75,-0.542731566609292,-1.88792999025122,2.54649615335056e-05,0.000299792047144453,0.000233327279122791,2201,"tags=39%, list=18%, signal=32%","HTATSF1/LSM6/PHF5A/SNRNP200/SF3B6/SNRPN/SF3B3/PRPF40B/PRPF39/PRPF6/SNRNP70/SNRPC/TSSC4/DDX46/LSM10/SNRPF/SNRPD3/ZMAT2/LSM4/TXNL4A/LSM2/SNRPE/SNRPD1/LSM5/SNRPG/SNU13/LSM7/SF3B5/SNRPD2","HPAP alpha-cell scRNAseq"
"257","GO:0016616","oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor",82,-0.528255059140206,-1.97761201660592,1.41290824067722e-05,0.000309928259245326,0.00023796349316669,2361,"tags=43%, list=19%, signal=35%","MIOX/PRXL2B/G6PD/PHGDH/MDH1/HSD17B10/HSD17B14/LDHA/DHDH/DHRS3/SORD/MDH1B/DCXR/ME3/DHRS4/ADHFE1/HIBADH/HSD17B4/ME2/BDH2/PTGR1/IDH2/HADH/HADHB/ME1/AKR1A1/IDH1/IMPDH2/DHRS4L2/DHRS2/AKR7A2/CBR1/HSD17B8/HADHA/LDHB","HPAP beta-cell scRNAseq"
"258","GO:0006457","protein folding",187,-0.455808266006414,-1.7701880457446,4.78496248008138e-06,0.000321971204168187,0.00029478100702446,2675,"tags=34%, list=21%, signal=27%","SDHAF4/DNAJC19/PPID/PRDX4/SDF2/PTGES3/ENTPD5/FKBP11/WFS1/UGGT1/HSPB1/CCT3/DNAJC4/SIL1/TOR1A/PPIL1/NUDC/PFDN1/TBCD/FKBP1B/CWC27/PFDN4/ALG12/DNAJC7/AHSA1/SNRNP70/PDIA6/PFDN6/HSPE1/ARL2/BAG1/PFDN2/TELO2/CALR/PDCD5/FKBP1A/B2M/CCT2/PEX19/PPIA/MESD/BAG2/CCT4/PPIL3/SDF2L1/PPIE/AIP/MPDU1/PPIB/UNC45A/PDCL3/TBCA/CCT5/VBP1/HSPBP1/CDC37/FKBP2/RUVBL2/FKBP4/CCT7/WDR83OS/TBCB/PPIC","HPAP alpha-cell scRNAseq"
"259","GO:0006520","amino acid metabolic process",194,-0.415177046463133,1.87914465015127,3.19496542998837e-07,0.000325167606637066,0.000304614730338101,3201,"tags=50%, list=28%, signal=37%","CPS1/SARS2/VARS2/HPDL/GCDH/HDC/GNMT/GATB/SCLY/NAGS/GLS/OTC/NOS1/AZIN2/SHMT2/CAD/ASS1/PAH/UCP2/TAT/BCAT2/NR1H4/IVD/CLN3/HNF4A/CTH/DARS2/ATCAY/EARS2/QDPR/LARS2/PFAS/THNSL2/FARSA/GATC/TPH1/PSAT1/SLC39A8/HAAO/ALDH1A1/NARS2/LARS1/MSRA/CTNS/BCKDHB/GLDC/SLC16A2/DPEP1/GAD1/KYAT1/MMUT/GSTZ1/HMGCL/DDO/PHGDH/KYAT3/SERINC5/UPB1/BCAT1/CARNS1/ASPA/PSPH/GLS2/AMDHD1/MRI1/MAT1A/PCBD1/DGLUCY/GLUL/DBT/DPYD/MPST/HYKK/MTR/MTHFD1/BCKDK/ADI1/CRYM/GPT2/CBS/HIBADH/OCA2/HNMT/MTAP/PCBD2/DDAH1/WARS2/SHMT1/CDO1/ALDH5A1/ACCS/PRODH2/AFMID/SIRT4/CSAD/HAO1/CTPS2","Humanislets.com bulk RNAseq"
"260","GO:0120114","Sm-like protein family complex",87,-0.516599839258313,-1.83197108321601,3.07793320826243e-05,0.000354304311528875,0.000275754016085266,2517,"tags=38%, list=20%, signal=31%","RBM42/LSM1/GEMIN7/HTATSF1/LSM6/PHF5A/SNRNP200/SF3B6/SNRPN/SF3B3/PRPF40B/PRPF39/PRPF6/SNRNP70/SNRPC/TSSC4/DDX46/LSM10/SNRPF/SNRPD3/ZMAT2/LSM4/TXNL4A/LSM2/SNRPE/SNRPD1/LSM5/SNRPG/SNU13/LSM7/SF3B5/GEMIN8/SNRPD2","HPAP alpha-cell scRNAseq"
"261","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors",87,-0.511081045711064,-1.91715033486531,1.69455258888391e-05,0.000360092425137831,0.000276479632923164,2361,"tags=40%, list=19%, signal=33%","MIOX/PRXL2B/G6PD/PHGDH/MDH1/HSD17B10/HSD17B14/LDHA/DHDH/DHRS3/SORD/MDH1B/DCXR/ME3/DHRS4/ADHFE1/HIBADH/HSD17B4/ME2/BDH2/PTGR1/IDH2/HADH/HADHB/ME1/AKR1A1/IDH1/IMPDH2/DHRS4L2/DHRS2/AKR7A2/CBR1/HSD17B8/HADHA/LDHB","HPAP beta-cell scRNAseq"
"262","GO:0071560","cellular response to transforming growth factor beta stimulus",169,0.39671191633624,1.79827826773016,5.75834797962439e-06,0.00037476461441162,0.000343116058216446,2070,"tags=32%, list=17%, signal=27%","NLK/ZBTB7A/SELENON/ZFP36L2/ZMIZ1/ITGB5/SMURF2/MAP3K7/MEN1/PDPK1/JUN/BCL9L/EP300/SCX/ERO1A/SMAD3/CRK/KMT2A/SPRY2/SMURF1/FERMT2/BMP2/TGFBR3/LPXN/ZEB1/AXIN1/PXN/SPRED3/ABL1/SKIL/DDR2/NFKBIZ/NR3C1/TGFBRAP1/BMPR1A/ZNF451/SPRED2/SIRT1/DKK3/ING1/LEMD3/FOS/SRC/FURIN/LIMS1/RNF111/SPRY1/HSPA1A/EID2/TRIM33/ACVR1/FLCN/CFLAR/SAP30L","HPAP alpha-cell scRNAseq"
"263","GO:0016055","Wnt signaling pathway",290,0.335396455156881,1.60342688184576,5.69444565460044e-06,0.00037476461441162,0.000343116058216446,2424,"tags=31%, list=19%, signal=26%","AMFR/ZNRF3/NLK/TLE5/FZD5/CSNK1E/TCF7L2/XIAP/CCNY/GNAQ/SMURF2/AMOTL1/BCL9L/CCAR2/RBPJ/LZTS2/APP/JADE1/FZD1/SMAD3/MARK2/MAPK14/BBS4/FRMD8/TBL1XR1/KREMEN1/BTRC/WLS/SMURF1/APOE/FOXO3/WWTR1/DAAM1/FERMT2/BMP2/FAM53B/UBR5/APCDD1L/LGR4/LDB1/TLE1/ASPM/AXIN1/CCNYL1/ABL1/GSK3A/SPIN1/CELSR3/PRKAA2/PSEN1/PPM1B/DKK3/EPM2A/ANKRD6/SENP2/NPHP3/FBXW4/PLPP3/SRC/ADNP/LMBR1L/CXXC4/CYLD/PRKAA1/TMEM88/RECK/TMEM67/NFATC4/USP8/PPP2R3A/WNK2/SOX13/LRP6/USP34/MAGI2/CPE/ZBTB33/SPEF1/SKI/TLE4/WNT2B/CALCOCO1/CCDC88C/MBD2/CAPRIN2/IGFBP2/PRICKLE2/KLHL12/PPM1A/GREM1/CSNK2A2","HPAP alpha-cell scRNAseq"
"264","GO:0016874","ligase activity",137,-0.454981430367218,-1.82565653781212,1.92291115472392e-05,0.000384582230944784,0.000295282951313642,2960,"tags=39%, list=24%, signal=30%","UBA3/GATB/SARS2/TTLL7/RTCB/RTCA/ATP5F1B/ATP5F1D/SUCLG2/ATP5F1A/ATP5PF/AARS2/PC/SARS1/ATP5F1E/PPCS/FARS2/NAPRT/AARS1/SLC27A3/NARS2/AACS/CARS1/EPRS1/ATP5MF/ATP5MG/AASDH/GLUL/ACSL3/FARSA/UBA5/DARS2/ADSS2/MCCC2/IARS1/PCCB/ATP5PO/PCCA/HARS1/MTHFS/SUCLA2/WARS2/GSS/NARS1/SLC27A1/SUCLG1/GARS1/TTLL1/MARS1/DALRD3/LARS1/WARS1/SLC27A2/SLC27A5","HPAP beta-cell scRNAseq"
"265","GO:0003714","transcription corepressor activity",171,0.401310396132959,1.71159069053233,1.87808008459166e-05,0.000384582230944784,0.000295282951313642,2809,"tags=35%, list=23%, signal=27%","NCOA5/TCERG1/SPEN/FLYWCH1/CREBBP/TLE5/TLE3/HDAC9/MAP3K10/ATN1/MYBBP1A/NIPBL/TRERF1/SIN3A/TOB2/RUNX1T1/SIN3B/MIDEAS/HDGF/DNMT3A/CCAR1/KMT5A/ZMYND8/YAF2/CTBP2/SETD5/HDAC7/ZNF653/PHF12/TLE1/NCOR2/HSPA1A/NRIP1/RYBP/BASP1/BCOR/RERE/RLIM/MED1/SFMBT2/MIER1/CASP8AP2/BRD7/LIMD1/ZNF354B/HMGB1/TCF25/SNW1/ID4/MECP2/MTA3/CDYL/SFMBT1/SMARCA4/EID2B/MIER3/TRIM28/LMO4/PRKN","HPAP beta-cell scRNAseq"
