"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment"
"521","GO:0051279","regulation of release of sequestered calcium ion into cytosol",32,0.538323524143802,-1.56090766108642,0.0185970099762315,0.177965561487756,0.15742997714507,1236,"tags=50%, list=20%, signal=40%","CACNA1C/GSTM2/ABL1/HTT/SELENON/ANK2/CYBA/JPH1/TMEM38B/BAX/TGFB1/CALM1/GSTO1/PTK2B/PDE4D/SRI"
"522","GO:0051865","protein autoubiquitination",28,0.54195427851709,-1.52725123082659,0.0186751074016991,0.178136427699433,0.157581126971892,886,"tags=36%, list=14%, signal=31%","RNF146/RNF13/TAF1/SH3RF1/MTA1/NFX1/RNF220/RNF115/RNF213/RBX1"
"523","GO:0015215","nucleotide transmembrane transporter activity",18,-0.536596343312196,1.56526921551378,0.0370387544664044,0.178386777881241,0.143032161541291,92,"tags=50%, list=1%, signal=49%","SLC35B2/SLC25A24/LRRC8A/SLC25A4/SLC25A5/SLC25A42/SLC25A25/SLC25A6/ABCC4"
"524","GO:0016877","ligase activity, forming carbon-sulfur bonds",20,-0.511412589797674,1.55456119416329,0.0372800492837751,0.178386777881241,0.143032161541291,1367,"tags=50%, list=22%, signal=39%","SUCLA2/SLC27A1/UBA5/SLC27A3/ACSS1/ACSF2/ACSL6/ACSS3/SUCLG2/ACSM3"
"525","GO:0072523","purine-containing compound catabolic process",90,-0.330744515110457,1.37704070285346,0.0188443551155309,0.179172855551849,0.15849796060956,1035,"tags=27%, list=17%, signal=22%","FBP1/ADPGK/ARL2/ITPA/GALK1/ARNT/PRKAA2/EP300/MFSD8/ALDOB/ADA/SUCLG2/PNP/FITM2/HK1/COL6A1/PGAM2/JMJD8/NUDT19/DPYD/PDE8B/ACOT7/DHTKD1/NUDT8"
"526","GO:0022834","ligand-gated channel activity",27,0.514848421314898,-1.47818746576689,0.0385144429160935,0.179267225209454,0.143738112318435,517,"tags=26%, list=8%, signal=24%","MCOLN3/SHROOM2/TPCN1/GRIA2/ITPR1/KCNJ6/ANO8"
"527","GO:0043130","ubiquitin binding",46,0.459350591467487,-1.45756896740312,0.0382081686429512,0.179267225209454,0.143738112318435,1716,"tags=48%, list=28%, signal=35%","N4BP1/GGA2/SHARPIN/CUEDC1/RAD23A/TOM1L2/TAB3/UBE2A/TOM1/UBXN1/USP13/STAM2/OTUB1/DNAJB2/AUP1/USP25/N4BP2/RNF185/UCHL1/UBAP1/TOLLIP/TAB2"
"528","GO:0019208","phosphatase regulator activity",49,0.44915283525013,-1.44220179550338,0.0380577427821522,0.179267225209454,0.143738112318435,1158,"tags=31%, list=19%, signal=25%","PPP6R2/PPP1R2/PPP1R14B/PPP1R9B/SET/ANP32E/RCAN3/BMP2K/PHACTR4/PPP1R14C/CALM1/LMTK2/PPP2R5B/CABIN1/GTF2F1"
"529","GO:0032944","regulation of mononuclear cell proliferation",74,-0.362430772660588,1.44910058370699,0.0189851609677657,0.179393437967604,0.158693089849063,848,"tags=35%, list=14%, signal=31%","ARG2/HLA-E/IL18/SLC7A1/CORO1A/LGALS3/FADD/DHPS/CDKN1A/ADA/SYK/PNP/RIPK2/PTPRC/RPS3/ANXA1/LYN/BCL2L1/EFNB1/HLA-DRB1/MAPK8IP1/NCK2/MNDA/IL6ST/SELENOK/IL4I1"
"530","GO:0035967","cellular response to topologically incorrect protein",50,-0.385559557201141,1.4286529529885,0.0189888894433074,0.179393437967604,0.158693089849063,602,"tags=38%, list=10%, signal=35%","EDEM2/PIK3R1/TMED2/SDF2L1/ATF3/ERLEC1/HSPA5/AMFR/RACK1/FICD/DNAJC10/CTH/ABCA7/TMBIM6/HERPUD1/NCK2/ERO1A/CAV1/AGR2"
"531","GO:0170040","proteinogenic amino acid catabolic process",39,-0.42832294669467,1.52831759084573,0.0191772996241347,0.179495738861175,0.158783586163081,1468,"tags=46%, list=24%, signal=35%","MCCC1/PAH/THNSL2/OAT/SHMT1/ARG2/HMGCL/GCSH/AMT/FAH/MAT1A/LOC102724560/ASRGL1/HNMT/NOS3/IL4I1/GPT/AASS"
"532","GO:0035150","regulation of tube size",49,-0.391236344043699,1.44862072036513,0.0194246318686425,0.179495738861175,0.158783586163081,774,"tags=31%, list=13%, signal=27%","PRKG1/ARHGAP42/ITGA1/ITGB1/ADD3/ACE/LOC102724560/FGB/EXT1/NOS3/PTGS2/FAAH/APOE/CAV1/HBB"
"533","GO:0035296","regulation of tube diameter",49,-0.391236344043699,1.44862072036513,0.0194246318686425,0.179495738861175,0.158783586163081,774,"tags=31%, list=13%, signal=27%","PRKG1/ARHGAP42/ITGA1/ITGB1/ADD3/ACE/LOC102724560/FGB/EXT1/NOS3/PTGS2/FAAH/APOE/CAV1/HBB"
"534","GO:0097746","blood vessel diameter maintenance",49,-0.391236344043699,1.44862072036513,0.0194246318686425,0.179495738861175,0.158783586163081,774,"tags=31%, list=13%, signal=27%","PRKG1/ARHGAP42/ITGA1/ITGB1/ADD3/ACE/LOC102724560/FGB/EXT1/NOS3/PTGS2/FAAH/APOE/CAV1/HBB"
"535","GO:0072330","monocarboxylic acid biosynthetic process",91,-0.338371054359856,1.41220150495463,0.0192711895310871,0.179495738861175,0.158783586163081,789,"tags=26%, list=13%, signal=23%","OSBPL2/PRKAA2/HSD17B8/GAMT/FABP5/PNPLA8/ALOX5/PLA2G1B/HOGA1/AMACR/HACD2/OSBPL7/BRCA1/DAGLB/PLA2G4A/CYP27A1/FADS2/ACSM3/ACOT8/SCD/PTGS2/CES1/ACOT7/CYP7B1"
"536","GO:0050670","regulation of lymphocyte proliferation",71,-0.35330983443312,1.40735534361474,0.0192508908262228,0.179495738861175,0.158783586163081,1165,"tags=35%, list=19%, signal=29%","ARG2/HLA-E/IL18/SLC7A1/CORO1A/LGALS3/FADD/DHPS/CDKN1A/ADA/SYK/PNP/RIPK2/PTPRC/RPS3/ANXA1/LYN/EFNB1/HLA-DRB1/MAPK8IP1/NCK2/MNDA/IL6ST/SELENOK/IL4I1"
"537","GO:0001525","angiogenesis",189,-0.287486556939703,1.31545288403005,0.0192099730285797,0.179495738861175,0.158783586163081,1132,"tags=33%, list=18%, signal=28%","WARS1/FKBPL/CTSH/MYDGF/IL18/CALD1/HDAC7/MMP2/ECM1/CDH5/ARHGAP24/S100A7/PIK3CA/FLNA/ITGAV/EPHA2/COL4A2/WARS2/RASIP1/MYH9/TNFAIP2/IGFBP7/SYK/MFGE8/ADGRG1/ITGB1/ACE/ALOX5/HMOX1/SERPINF1/APOD/CMA1/RRAS/ITGB8/AQP1/AKT1/THY1/CLIC4/C3/ANXA1/ZC3H12A/BRCA1/CD36/PKNOX1/JCAD/NOS3/JMJD8/BSG/CD34/ENPEP/PARVA/PTPRM/FMNL3/RHOB/PDCL3/ANXA2/NRP1/PTGS2/ITGA5/MCAM/CAV1/SETD2"
"538","GO:0098839","postsynaptic density membrane",25,0.544198160848656,-1.5135445471079,0.0462833099579243,0.180419199002649,0.141195672678658,1037,"tags=28%, list=17%, signal=23%","LIN7A/CACNA1C/GRIA2/ANP32E/LIN7B/TIAM1/ADRA2A"
"539","GO:0032835","glomerulus development",18,-0.544301979768768,1.64103711797686,0.0196069846705455,0.18061636657571,0.159774903775391,439,"tags=61%, list=7%, signal=57%","MYO1E/ITGB3/LAMB2/NID1/COMT/PECAM1/AQP1/EXT1/CD34/ENPEP/PODXL"
"540","GO:0140104","molecular carrier activity",54,-0.356719818676108,1.38504933437956,0.0393880031404341,0.181681600071191,0.14567398032024,733,"tags=22%, list=12%, signal=20%","CALR/NUBP1/TF/NUBP2/KPNA2/VPS72/XPO6/PWP1/SCO1/HBA1/HBB/HBD"
