"","Row.names","logFC","AveExpr","t","P.Value","adj.P.Val","common_name"
"199",10450,-0.000745735635576644,0.182056235266341,-0.00921634050957803,0.992667361346139,0.995749675427782,"PPIE"
"200",10451,-0.182916768978315,-2.54916984786944,-0.861681071585026,0.391201785064248,0.615849334886985,"VAV3"
"201",10452,-0.115430997880091,1.50323571818397,-1.4961934388978,0.138176308312514,0.337093076479416,"TOMM40"
"202",10457,0.463154457138769,-0.555103258815092,1.59243944610649,0.114866982548143,0.299258717691216,"GPNMB"
"203",10458,-0.322569447040625,-0.211667357441014,-3.12055328188761,0.00244056195922841,0.0313566510209802,"BAIAP2"
"204",10463,-0.424305826208525,1.34394509955923,-4.92407596017928,3.92665224854802e-06,0.00155180695354026,"SLC30A9"
"205",10464,0.160219880537204,-0.607106365909084,1.62978479486893,0.106716617111811,0.286762852674897,"PIBF1"
"206",1047,-0.70603849727323,-0.265145185092925,-4.4583831534138,2.42252761520071e-05,0.00330432766713377,"CLGN"
"207",10471,-0.153567816152374,-1.81769287669122,-0.965326751003671,0.337022938343019,0.569404568001501,"PFDN6"
"208",10473,0.12700229675275,-0.0897841115234259,0.781288623725856,0.436726761582209,0.653971422930374,"HMGN4"
"209",10475,0.0948721319576054,-2.58182006899753,0.475660062092565,0.635493624579516,0.806978924056059,"TRIM38"
"210",10476,-0.175731713799737,3.47090344149571,-2.59491202938513,0.0110814133293825,0.0708298186108962,"ATP5PD"
"211",10479,0.0120268409469213,-1.22935089508119,0.0818134239270193,0.934980622755736,0.972764076938182,"SLC9A6"
"212",10486,0.0379341088704402,0.136743683484765,0.452800614152918,0.651805191027321,0.816985963350153,"CAP2"
"213",10489,-0.0100421261494048,-0.213944692277601,-0.12509694729275,0.900731745326399,0.953071648531288,"LRRC41"
"214",10490,-0.268011821700587,0.857393585223178,-4.27787276028729,4.77527845479251e-05,0.00444963171635853,"VTI1B"
"215",10491,-0.0946859416973214,-0.665826162793179,-0.780348063617414,0.437277142647896,0.653997831767248,"CRTAP"
"216",10493,-0.357707989990272,6.4410603516719,-3.0798045514537,0.00276244324063668,0.033443543611495,"VAT1"
"217",10497,0.191286684298096,-1.47367120235326,1.50131792058355,0.136848196056027,0.334651086610317,"UNC13B"
"218",10498,0.123871344683235,0.0871121437658663,1.72997929958083,0.0871349705335183,0.254196379887719,"CARM1"
