"","ID","Description","setSize","enrichmentScore","NES","pvalue","p.adjust","qvalue","rank","leading_edge","core_enrichment","dataset"
"11","GO:0070382","exocytic vesicle",159,0.539548203586351,-2.17715033562267,2.21063232324591e-10,9.52581564744147e-09,6.66362853418624e-09,1346,"tags=36%, list=12%, signal=33%","STX1A/SYP/SLC6A17/SYT13/SYT4/SYN1/SVOP/ATP6AP1/BRSK1/SNAP25/UNC13A/ABCC8/AMPH/SV2A/KIRREL3/SYNGR3/WFS1/SLC4A8/SYT5/SYT9/ATP6V0E2/DLG4/SNAP91/PRRT1/TRIM9/OPRD1/CBARP/RAB3B/SYT7/HAP1/TAFA4/LGI3/GAD2/GRIN2A/CLCN4/PHAF1/STX2/SLC18A2/AP3M2/SEPTIN5/SLC6A9/ATP6V0D1/RAB3C/RABAC1/RAB12/SYNGR4/SYT17/RAB3A/SLC35D3/RAB40A/DISC1/SYT11/ATP6V1G2/TH/MCTP2/RAB26/SLC9B2/ATP6V1G1","Humanislets.com bulk RNAseq"
"12","GO:0030424","axon",466,0.379199364039758,-1.68303610484143,7.01393714820477e-10,2.77050517354089e-08,1.938061580425e-08,1420,"tags=24%, list=12%, signal=22%","STX1A/PTPRN/SYP/UCHL1/SYT4/SYN1/INPP5F/BRSK1/CTNNA2/SNAP25/UNC13A/NMNAT2/SPTBN4/NECTIN3/AP3B2/KIRREL3/KIF4A/KCNQ2/MAP6/PCSK1/TMEM108/SLC4A8/MAST1/MAP1A/SYT5/DLG4/KCNA6/APBB1/RASGRF1/STXBP1/MADD/OPRD1/PRPH/HCN4/CPLX1/GPM6A/ORAI2/AVIL/KIF5C/CBARP/ROBO1/NTNG2/SYT7/TMEM151A/CASR/ACAP3/BLOC1S3/SNCB/CRMP1/TPX2/CPLX2/KCNH1/HAP1/ABR/TRIM46/CDK5R2/LGI3/GAD2/SCGN/KLHL24/OLFM1/PREX1/CNTN1/NTRK3/RNF6/ADAM11/DLG2/CD200/NCAM2/SLC4A10/STMN3/HDAC6/GHRL/PRKCG/ROBO2/NFASC/KIF5A/SLC2A13/LDLRAP1/SLC18A2/ELAVL4/AP3M2/SCN2A/CHRNA10/ATP6V0D1/PLEKHG5/TIAM1/ATAT1/EPB41L3/CNGA3/CDK5R1/CLASP2/MAP2/MAPT/RAB3A/KCNQ3/ATP1A3/TSHZ3/DISC1/SYT11/TH/SYNJ1/MAP1B/CABP4/HPCA/KATNB1/TANC2/C1QL1/NEFM/TENM3/PTK7/SLC12A6/KIF1A","Humanislets.com bulk RNAseq"
"13","GO:0005681","spliceosomal complex",195,0.506345719887386,2.14721129238334,1e-10,5.22e-08,3.77894736842105e-08,2752,"tags=41%, list=22%, signal=32%","MAGOH/HTATSF1/SNRPB/RBM8A/PHF5A/SNRPC/SF3B5/SNU13/CWC15/EIF4A3/SF3B4/SNRPA1/BCAS2/DHX38/DHX16/IK/ISY1/NCL/RNF113A/BUD31/SART1/SNRPD1/PNN/HNRNPM/HNRNPR/DHX32/DHX8/SNW1/SF3B2/RBM48/RNPC3/PRPF8/CWF19L1/HNRNPDL/API5/SNIP1/DDX46/RBM22/PRPF6/HNRNPH3/ZCCHC8/SRRM2/MAGOHB/ZNF830/SNRPD3/CWC25/SNRPA/PRPF19/DDX39B/UPF1/PRKRIP1/CTNNBL1/TXNL4B/SMNDC1/RBM3/TSSC4/PPIH/CWC22/AKAP17A/SF3B1/SNRPF/HNRNPA2B1/ALYREF/SNRNP200/PRPF4/DDX42/LSM7/AAR2/SMU1/YJU2/AQR/PRPF31/SF3B6/U2AF1L4/SRSF2/TRA2B/SNRNP70/YJU2B/SNRPB2","HPAP beta-cell scRNAseq"
"14","GO:0044297","cell body",399,0.388172057169289,-1.71587626602389,1.88829915895432e-09,6.88502924111037e-08,4.81630959571345e-08,1657,"tags=27%, list=14%, signal=24%","PTPRN/ADCYAP1/P2RX6/KNDC1/UCHL1/MAPK8IP2/SYT4/IAPP/SYN1/ENO2/PITPNM1/INPP5F/GLRA1/GNB3/SNAP25/EFHC1/SPTBN4/SV2A/SRD5A1/PCSK1/SLC4A8/MAST1/MAP1A/SYT5/PDE1B/RTN1/SEZ6L2/GNAO1/PRPH/DNER/CPLX1/GPM6A/UNC5A/KIF5C/KISS1/TRPM5/CASR/SNCB/CRMP1/TPX2/CPLX2/GRIA4/KCNH1/SLC6A6/NDN/DDN/SORL1/ACTA1/GAD2/KLHL24/OLFM1/ADAM11/DLG2/CD200/SLC4A10/VGF/NEURL1/HDAC6/PI4K2A/MPL/NEGR1/SLC12A5/PITPNM3/KIF5A/SEZ6/GLRA3/CPNE5/SLC2A13/ELAVL4/SST/NCDN/CHRNA10/GRIN3B/TIAM1/KCNB2/TRPM2/TTLL7/FBXO31/CNGA3/CDK5R1/MAP2/MAPT/SLC3A2/ATP1A3/DISC1/SYT11/NSMF/TH/MAP1B/SLC25A27/HPCA/KLHL17/KATNB1/WNK4/PTK7/FADD/S100B/L1CAM/ND1/ACTC1/SOD1/GRIA2/PCSK2/PMM2/SKOR1/GAP43/NTRK1","Humanislets.com bulk RNAseq"
"15","GO:0003735","structural constituent of ribosome",121,-0.665919546690314,2.23655155791204,1e-10,7.11e-08,6.4421052631579e-08,2994,"tags=67%, list=26%, signal=50%","RPL11/MRPL34/RPS4X/MRPS34/MRPL24/RPS20/RPL28/MRPL15/RPL22L1/RPL26/MRPL30/RPL23A/RPL37A/RPS3/RPS27A/RPLP1/RPL39/RPL38/RPL31/FAU/RPL5/RSL24D1/RPL4/RPL24/RPS11/RPL10A/RPS23/RPS12/RPS7/RPL27/RPL34/RPL37/RPS15/RPS25/RPL30/RPL27A/RPS21/RPS24/MRPS6/RPLP2/RPL19/RPL36/RPS3A/RPL35A/RPS17/RPS29/RPS6/MRPL16/RPL32/RPL12/RPL18/RPL23/RPL35/RPL13A/UBA52/RPL17/RPS13/RPL7A/RPL8/RPL7/RPL41/RPS14/RPS18/RPS28/RPS8/RPLP0/RPS27/RPS15A/RPS9/RPL13/RPL29/RPS27L/MRPL11/RPL18A/RPS2/RPS16/RPL14/RPS5/RPSA/RPS19/RPL10","Humanislets.com bulk RNAseq"
"16","GO:0005684","U2-type spliceosomal complex",93,0.615572163556513,2.38188226206475,7.0985311043714e-10,1.85271661824093e-07,1.34124877182596e-07,2752,"tags=51%, list=22%, signal=40%","HTATSF1/SNRPB/RBM8A/PHF5A/SNRPC/SF3B5/SNU13/CWC15/EIF4A3/SF3B4/SNRPA1/BCAS2/DHX16/IK/ISY1/RNF113A/BUD31/SART1/SNRPD1/DHX8/SNW1/SF3B2/PRPF8/SNIP1/DDX46/RBM22/PRPF6/SRRM2/MAGOHB/SNRPD3/CWC25/PRPF19/CWC22/SF3B1/SNRPF/SNRNP200/PRPF4/DDX42/LSM7/SMU1/YJU2/AQR/PRPF31/SF3B6/SNRNP70/YJU2B/SNRPB2","HPAP beta-cell scRNAseq"
"17","GO:0032838","plasma membrane bounded cell projection cytoplasm",206,0.472080685331609,-1.96828003048368,6.56000596678332e-09,2.22103059161092e-07,1.55368562371184e-07,2208,"tags=40%, list=19%, signal=33%","UCHL1/SPAG6/EFHC1/CFAP206/AP3B2/KIF4A/CFAP263/TMEM108/SPATA4/MAP1A/DLG4/IQUB/KIF5C/RSPH1/SPEF1/BLOC1S3/DRC3/IFT70B/HAP1/TRIM46/TEKT2/TEKTIP1/DLG2/CFAP126/CFAP184/CIMIP2C/HDAC6/KIF5A/AP3M2/DNAH6/DNAI3/CFAP95/PIERCE1/TEKT1/MAP2/MAPT/CFAP276/HYDIN/IFT70A/LCA5L/WDR54/CFAP90/AK8/DRC1/ODAD1/CFAP20/ARL6/HPCA/KLHL17/TUBA1A/CFAP61/BBS5/KIF1A/DNAI7/ODAD3/WDR35/ODAD4/CFAP46/ATG14/DZIP1L/SOD1/TEKT4/RSPH4A/DNAL1/BBOF1/CFAP77/DNAH2/CFAP144/DNALI1/SAXO4/SPAG8/DNAI2/PACRG/RPGRIP1L/KIF21A/RAB17/CFAP210/BAIAP2/KIF17/SAXO2/DNAH3/CFAP45","Humanislets.com bulk RNAseq"
"18","GO:0002181","cytoplasmic translation",115,-0.642029379280605,2.14761640152334,1e-10,4.086e-07,3.02e-07,2655,"tags=71%, list=23%, signal=56%","RPL22L1/RPL26/RPL23A/RPL37A/RPS3/RPS27A/RPLP1/EIF2S3B/RPL39/RPL38/RPL31/FAU/RPL5/PIWIL2/RPL4/RPL24/RPS11/RPL10A/RPS23/RPS12/RPS7/EIF3C/RPL27/RPL34/RPL37/RPS15/RPS25/RPL30/RPL27A/RPS21/RPS24/RPLP2/RPL19/RACK1/RPL36/EIF3M/RPS3A/RPL35A/RPS17/RPS29/RPS6/RPL32/RPL12/CPEB2/RPL18/RPL23/RPL35/RPL13A/EIF3CL/UBA52/RPL17/RPS13/RPL7A/RPL8/RPL7/RPL41/RPS14/RPS18/RPS28/RBM24/RPS8/RPLP0/RPS27/RPS15A/RPS9/RPL13/EIF3G/EIF3L/RPL29/EIF3D/RWDD1/EIF3E/RPL18A/RPS2/RPS16/RPL14/RPS5/RPSA/PARP16/RPS19/RPL10/YBX3","Humanislets.com bulk RNAseq"
"19","GO:0005930","axoneme",144,0.517532348051485,-2.04905119797175,1.54893912027692e-08,4.58873214382036e-07,3.20997251899492e-07,2982,"tags=54%, list=26%, signal=41%","SPAG6/EFHC1/CFAP206/CFAP263/SPATA4/IQUB/RSPH1/SPEF1/DRC3/IFT70B/TEKT2/TEKTIP1/CFAP126/CFAP184/CIMIP2C/DNAH6/DNAI3/CFAP95/PIERCE1/TEKT1/CFAP276/HYDIN/IFT70A/LCA5L/WDR54/CFAP90/AK8/DRC1/ODAD1/CFAP20/ARL6/TUBA1A/CFAP61/BBS5/DNAI7/ODAD3/WDR35/ODAD4/CFAP46/ATG14/DZIP1L/TEKT4/RSPH4A/DNAL1/BBOF1/CFAP77/DNAH2/CFAP144/DNALI1/SAXO4/SPAG8/DNAI2/PACRG/RPGRIP1L/CFAP210/KIF17/SAXO2/DNAH3/CFAP45/TOGARAM1/CFAP251/RSPH9/DYNLT2B/CIMIP2A/DYNC2I2/NME7/MAK/TTLL3/CFAP107/DNAH17/MNS1/DNAI1/TUBB4B/AMBRA1/TULP3/EFHB/RSPH14/CENPF","Humanislets.com bulk RNAseq"
"20","GO:0097014","ciliary plasm",144,0.517532348051485,-2.04905119797175,1.54893912027692e-08,4.58873214382036e-07,3.20997251899492e-07,2982,"tags=54%, list=26%, signal=41%","SPAG6/EFHC1/CFAP206/CFAP263/SPATA4/IQUB/RSPH1/SPEF1/DRC3/IFT70B/TEKT2/TEKTIP1/CFAP126/CFAP184/CIMIP2C/DNAH6/DNAI3/CFAP95/PIERCE1/TEKT1/CFAP276/HYDIN/IFT70A/LCA5L/WDR54/CFAP90/AK8/DRC1/ODAD1/CFAP20/ARL6/TUBA1A/CFAP61/BBS5/DNAI7/ODAD3/WDR35/ODAD4/CFAP46/ATG14/DZIP1L/TEKT4/RSPH4A/DNAL1/BBOF1/CFAP77/DNAH2/CFAP144/DNALI1/SAXO4/SPAG8/DNAI2/PACRG/RPGRIP1L/CFAP210/KIF17/SAXO2/DNAH3/CFAP45/TOGARAM1/CFAP251/RSPH9/DYNLT2B/CIMIP2A/DYNC2I2/NME7/MAK/TTLL3/CFAP107/DNAH17/MNS1/DNAI1/TUBB4B/AMBRA1/TULP3/EFHB/RSPH14/CENPF","Humanislets.com bulk RNAseq"
"21","GO:0043025","neuronal cell body",356,0.392692192965008,-1.70938652828623,1.75352258639996e-08,4.88923356443283e-07,3.42018337285441e-07,1657,"tags=27%, list=14%, signal=24%","PTPRN/ADCYAP1/P2RX6/KNDC1/UCHL1/MAPK8IP2/SYT4/IAPP/ENO2/INPP5F/GLRA1/SNAP25/EFHC1/SPTBN4/SV2A/SRD5A1/PCSK1/SLC4A8/MAST1/MAP1A/SYT5/PDE1B/RTN1/SEZ6L2/PRPH/DNER/CPLX1/GPM6A/UNC5A/KIF5C/KISS1/TRPM5/CASR/SNCB/CRMP1/TPX2/CPLX2/GRIA4/KCNH1/SLC6A6/NDN/DDN/SORL1/GAD2/KLHL24/OLFM1/ADAM11/DLG2/CD200/SLC4A10/VGF/NEURL1/HDAC6/PI4K2A/MPL/NEGR1/SLC12A5/KIF5A/SEZ6/GLRA3/CPNE5/ELAVL4/SST/NCDN/CHRNA10/GRIN3B/TIAM1/KCNB2/TRPM2/TTLL7/FBXO31/CNGA3/CDK5R1/MAP2/MAPT/SLC3A2/ATP1A3/SYT11/NSMF/TH/MAP1B/SLC25A27/HPCA/KLHL17/KATNB1/PTK7/S100B/L1CAM/ND1/SOD1/GRIA2/PCSK2/PMM2/SKOR1/GAP43/NTRK1","Humanislets.com bulk RNAseq"
"22","GO:0030684","preribosome",75,-0.664305487980201,2.07275959551925,2.59858239798957e-08,6.8429336480392e-07,4.78686231208605e-07,2291,"tags=51%, list=20%, signal=41%","WDR3/ZNF622/WDR74/BOP1/UTP6/SLX9/HEATR1/RPS11/DHX37/RPS23/NIP7/RPS12/RPS7/RPS24/RCL1/RPS3A/RPS17/RPS6/UTP11/RPS13/RPS14/RPS28/RPS8/NSA2/RPS27/RPS15A/RPS9/UTP20/WDR75/MRTO4/SRFBP1/RPS16/RPS5/RPS19/UTP14A/RRS1/DIMT1/NOB1","Humanislets.com bulk RNAseq"
"23","GO:0042254","ribosome biogenesis",201,-0.542503092146102,1.92995651571728,1.16542041096335e-09,1.5895751424251e-06,1.17486953747523e-06,2682,"tags=42%, list=23%, signal=33%","USP36/PAK1IP1/RPL26/METTL18/ZNHIT3/AK6/EXOSC3/METTL5/DDX18/RPS27A/YBEY/WDR3/ZNF622/WDR74/RPL38/FAU/RPL5/LSM6/BOP1/UTP6/RSL24D1/URB2/SLX9/RPL24/HEATR1/RPS11/DHX37/LYAR/RPS23/NIP7/RPS12/RPS7/RPL27/RPS15/RPS25/RPS21/RPS24/RCL1/GRWD1/RPS3A/RPL35A/RBIS/RPS17/RPS6/RPL35/UTP11/RPF2/MRM3/RPS13/EXOSC2/RPL7A/AFG2B/RPL7/RPS14/RPS28/RPS8/NSA2/DDX3X/RPS27/NOM1/RPS15A/RPS9/UTP20/GLUL/WDR75/MRTO4/SRFBP1/RPS27L/NMD3/RPS16/RPL14/EXOSC5/RPS5/RPSA/NPM1/RPS19/RPUSD4/NOP53/DDX54/UTP14A/RRS1/NOA1/DIMT1/NOB1","Humanislets.com bulk RNAseq"
"24","GO:0006412","translation",405,-0.466938275902405,1.74177043149485,1.16708894451182e-09,1.5895751424251e-06,1.17486953747523e-06,2801,"tags=40%, list=24%, signal=31%","MRPL24/EIF2S1/SESN2/RPS20/RPL28/MRPL15/MIR221/EIF4EBP3/RPL22L1/RPL26/MRPL30/EIF1/OTUD6B/RPL23A/METTL18/METTL5/RPL37A/EEF2K/NACA/RPS3/RPS27A/RPLP1/EIF2S3B/MTRF1/IGF2BP3/RPL39/BCL3/RPL38/RPL31/FAU/DHPS/RPL5/CNOT6L/TNF/PIWIL2/RSL24D1/RPL4/AJUBA/RPL24/RPS11/RPL10A/GRB7/RPS23/MARS2/RPS12/RPS7/PTRH1/EIF3C/RPL27/RPL34/RPL37/RPS15/GATC/RPS25/RPL30/RPL27A/RPS21/RPS6KA1/RPS24/MRPS6/EIF2AK3/RPLP2/RPL19/RACK1/RPL36/OGT/EIF3M/MRPL58/AGO4/RPS3A/DHX33/RPL35A/WARS2/KLHL25/RPS17/RPS29/WTIP/RPS6/MRPL16/RPL32/RPL12/CPEB2/RPL18/RPL23/QKI/RPL35/RPL13A/RIDA/C6orf52/EIF3CL/UBA52/RPL17/HSPB1/RPS13/RPL7A/RPL8/RPL7/RPL41/RPS14/RPS18/RPS28/RBM24/RPS8/DDX3X/RPLP0/RPS6KB1/ANG/RPS27/ZNF706/RPS15A/LIMD1/ZNF598/TOB1/RPS9/EEF1A1/RPL13/EIF3G/ENC1/SHMT1/ZFP36/EIF3L/RPL29/BZW2/RPS27L/RGS2/EIF3D/RWDD1/EIF3E/MRPL11/ACO1/RPL18A/MAP3K20/RPS2/RPS16/RPL14/EEF2/SERP1/RPS5/RPSA/NCK2/PIWIL4/EEF1B2/NPM1/PARP16/RPS19/RRBP1/RPUSD4/NIBAN1/EGFR/ERBB2/MKNK2/PPP1R15B/RPL10/BTG2/EIF4EBP2/EIF4EBP1/PABPC4/PAIP2B/MKNK1/YBX3/SHMT2/ZFP36L1","Humanislets.com bulk RNAseq"
"25","GO:0015935","small ribosomal subunit",49,-0.710384888791077,2.07134453237888,9.25358903836605e-08,2.30852694957132e-06,1.61489226985335e-06,2882,"tags=71%, list=25%, signal=54%","RPS4X/MRPS34/RPS20/RPS3/RPS27A/FAU/RPS11/RPS23/RPS12/RPS7/RPS15/RPS25/RPS21/RPS24/MRPS6/RACK1/RPS3A/RPS17/RPS29/RPS6/RPS13/RPS14/RPS18/RPS28/RPS8/DDX3X/RPS27/RPS15A/RPS9/RPS27L/RPS2/RPS16/RPS5/RPSA/RPS19","Humanislets.com bulk RNAseq"
